"entity name","entity CFIHOS unique id","attribute name","entity attribute name","attribute CFIHOS unique id","entity attribute definition","note / comment","identifier / mandatory / optional","constraint must be present in","change request number","status","created date","modified date","terminated date"
"purchase order item for tag","CFIHOS-00000112","purchase order item number",,"CFIHOS-10000299","A code that uniquely identifies an item in a purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item for tag","CFIHOS-00000112","purchase order number",,"CFIHOS-10000128","A unique code used to identify the purchase order within the company issuing the purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item tag","CFIHOS-00000106","plant code",,"CFIHOS-10000005","The plant where the tag is or will be located",,"Identifier","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item tag","CFIHOS-00000106","purchase order issuer company name",,"CFIHOS-10000180","The name of the company issuing the purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item tag","CFIHOS-00000106","purchase order item number",,"CFIHOS-10000299","A code that uniquely identifies an item in a purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item tag","CFIHOS-00000106","purchase order number",,"CFIHOS-10000128","A unique code used to identify the purchase order within the company issuing the purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item tag","CFIHOS-00000106","tag name",,"CFIHOS-10000166","The full name of a tag",,"Identifier","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","contractor comment",,"CFIHOS-10000316","A comment made by the contractor about this VDDR in this purchase order item",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","date required for approval",,"CFIHOS-10000313","The date agreed with the vendor by which an approved version of  this document and data requirement should be available",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","date required for final review",,"CFIHOS-10000312","The date agreed with the vendor by which a final review version of  this document and data requirement should be available",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","date required for information sharing",,"CFIHOS-10000311","The date agreed with the vendor by which information about this document and data requirement should be shared",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","document number",,"CFIHOS-10000154","The unique identifier for the Document according to the Owner/Operator Document numbering scheme",,"Optional","vendor document","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","engineering status code","required hand over status code","CFIHOS-10000189","The required status of the document at handover time",,"Mandatory","engineering status","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","purchase order issuer company name",,"CFIHOS-10000180","The name of the company issuing the purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","purchase order item number",,"CFIHOS-10000299","A code that uniquely identifies an item in a purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","purchase order number",,"CFIHOS-10000128","A unique code used to identify the purchase order within the company issuing the purchase order",,"Identifier","purchase order item","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","purchase order vendor document and data requirement number",,"CFIHOS-10000307","A number that uniquely identifies a document and data requirement of a given standard source, in a given purchase order item",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","purchaser comment",,"CFIHOS-10000315","A comment made by the purchase issuer about this VDDR in this purchase order item",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","source standard code",,"CFIHOS-10000053","A code used to designate the standard used to define requirements like engineering, operations, etc",,"Optional","source standard document and data requirement","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","source standard document and data requirement number",,"CFIHOS-10000267","A number, assigned sequentially, to associate the VDDR to the engineering standard",,"Optional","source standard document and data requirement","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","submit at delivery indicator",,"CFIHOS-10000310","An indication whether document having for content this VDDR shall be delivered by the Vendor at the same time as the delivery of the material or service or not",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","submit at proposal indicator",,"CFIHOS-10000308","An indication whether documents having for content this VDDR shall be submitted by the Vendor during the ITT process or not",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","submit for review indicator",,"CFIHOS-10000309","An indication whether documents having for content this VDDR shall be submitted by the Vendor for review or not",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","translation required indicator",,"CFIHOS-10000314","An indication whether a document needs to be translated (for regulatory reason or operation reasons), or not",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"purchase order item vendor document and data requirement","CFIHOS-00000108","vendor comment",,"CFIHOS-10000317","A comment made by the vendor about this VDDR in this purchase order item",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"qualitative property","CFIHOS-00000071","property data type length",,"CFIHOS-10000236","The maximum length that a property value may have in a pick list",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"qualitative property","CFIHOS-00000071","property name",,"CFIHOS-10000056","A name that uniquely identifies the property",,"Identifier","property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"qualitative property","CFIHOS-00000071","property picklist name",,"CFIHOS-10000059","The name by which the pick list is designated",,"Optional","property picklist","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"quantitative property","CFIHOS-00000070","property name",,"CFIHOS-10000056","A name that uniquely identifies the property",,"Identifier","property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"quantitative property","CFIHOS-00000070","unit of measure dimension code",,"CFIHOS-10000234","A code that uniquely identifies the unit of measure dimension",,"Optional","unit of measure dimension","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"reason for issue","CFIHOS-00000048","reason for issue code",,"CFIHOS-10000142","A code that uniquely identifies the reason for issue",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"reason for issue","CFIHOS-00000048","reason for issue description",,"CFIHOS-10000201","A description of what the reason for issue represents",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"requirement standard source","CFIHOS-00000055","requirement standard source code",,"CFIHOS-10000219","A code that uniquely identifies the source of the requirement",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"requirement standard source","CFIHOS-00000055","requirement standard source name",,"CFIHOS-10000220","A description of what the source of the requirement represents",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"safety critical item group","CFIHOS-00000041","safety critical item group code",,"CFIHOS-10000029","A code, as per SDE standards, that uniquely identifies the safety item group",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"safety critical item group","CFIHOS-00000041","safety critical item group description",,"CFIHOS-10000191","A description of what the safety critical item group represents",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"site","CFIHOS-00000001","measurement system code",,"CFIHOS-10000240","The default measurement system that is used by a site",,"Mandatory","measurement system","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"site","CFIHOS-00000001","site code",,"CFIHOS-10000003","A code that uniquely identifies the site",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"site","CFIHOS-00000001","site name",,"CFIHOS-10000004","A unique name to identify a geographical location",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard","CFIHOS-00000061","source standard code",,"CFIHOS-10000053","A code used to designate the standard used to define requirements like engineering, operations, etc",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard","CFIHOS-00000061","source standard description",,"CFIHOS-10000222","The description of what that reference standard represents or covers",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard","CFIHOS-00000061","source standard still to be completed indicator",,"CFIHOS-10000223","An indicator whether the source standard is complete, or if it is still evolving and needs to be completed",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","CFIHOS unique code",,"CFIHOS-10000146","A code that uniquely identifies the source standard document and data requirement in CFIHOS",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","default for information number of weeks",,"CFIHOS-10000279","The number of weeks that, by default, should  be used, by the vendor, vs the reference date, to provide documents containing this VDDR for final issue",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","default for information reference date",,"CFIHOS-10000280","A code that uniquely identifies a document submission reference date",,"Optional","submission reference date","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","default issue for approval number of weeks",,"CFIHOS-10000277","The number of weeks that, by default, should  be used, by the vendor, vs the reference date, to provide documents containing this VDDR for approval",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","default issue for approval reference date",,"CFIHOS-10000278","The reference date used for the approval",,"Optional","submission reference date","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","default issue for review number of weeks",,"CFIHOS-10000275","The number of weeks that, by default, should  be used, by the vendor, vs the reference date, to provide documents containing this VDDR for review",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","default issue for review reference date",,"CFIHOS-10000276","The reference date used for the review",,"Optional","submission reference date","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","default required handover status code",,"CFIHOS-10000281","The required status of the document at handover time",,"Mandatory","engineering status","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","default required translation indicator",,"CFIHOS-10000282","An indication whether a document needs to be translated (for regulatory reason or operation reasons) or not",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","default submit at delivery indicator",,"CFIHOS-10000274","An indicator whether document having for content this VDDR shall be delivered by the Vendor at the same time as the delivery of the material or service.",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","default submit at proposal indicator",,"CFIHOS-10000272","An indicator whether documents having for content this VDDR shall be submitted by the Vendor during the ITT process. or not",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","default submit for review indicator",,"CFIHOS-10000273","An indication whether documents having for content this requirement shall be submitted  by the vendor for review or not",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","discipline code",,"CFIHOS-10000153","The discipline a discipline document type refers to","The discipline / document type documented from the RDL could be overwriten by the Owner / Operator .","Optional","discipline document type","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","document and data requirement group code",,"CFIHOS-10000291","A code that uniquely identifies the group to which a vendor document and data requirement belongs",,"Mandatory","document and data requirement group","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","document and data requirement type code",,"CFIHOS-10000289","A code that uniquely identifies the type of document and data requirement",,"Optional","document and data requirement type","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","document format code",,"CFIHOS-10000214","A code that uniquely identifies a format that a document can take",,"Mandatory","document format","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","document type short code",,"CFIHOS-10000100","The document type a discipline document type refers to",,"Optional","discipline document type","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","engineering standard source chapter",,"CFIHOS-10000271","The chapter of the engineering standard from which originates the VDDR",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","source standard code",,"CFIHOS-10000053","A code used to designate the standard used to define requirements like engineering, operations, etc",,"Identifier","source standard","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","source standard document and data requirement comment",,"CFIHOS-10000283","A remark that the originator of the document and data requirement for this source standard wanted to capture",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","source standard document and data requirement description",,"CFIHOS-10000270","A precise description, as documented in the engineering standard, of the VDDR in term of what the content of the document shall be",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","source standard document and data requirement number",,"CFIHOS-10000267","A number, assigned sequentially, to associate the VDDR to the engineering standard",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","source standard document and data requirement title",,"CFIHOS-10000268","The title, as spelled in the engineering standard, of the VDDR",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement","CFIHOS-00000132","source standard document and data requirement typical deliverable",,"CFIHOS-10000269","A short description of the information deliverable that would typically include this document and data requirement","This field uses CFIHOS naming as much as possible, and is aligned as much as possible withthe JIP33 library of typical deliverable.","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement condition","CFIHOS-00000104","application condition code",,"CFIHOS-10000232","A code that uniquely identifies an application condition",,"Identifier","application condition","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement condition","CFIHOS-00000104","application condition value",,"CFIHOS-10000288","The value the condition must have for the documentation and data requirement to be applicable",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement condition","CFIHOS-00000104","source standard code",,"CFIHOS-10000053","A code used to designate the standard used to define requirements like engineering, operations, etc",,"Identifier","source standard document and data requirement","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement condition","CFIHOS-00000104","source standard document and data requirement inclusion indicator",,"CFIHOS-10000293","An indication whether a source standard document and data requirement should be included or excluded of the condition is met",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"source standard document and data requirement condition","CFIHOS-00000104","source standard document and data requirement number",,"CFIHOS-10000267","A number, assigned sequentially, to associate the VDDR to the engineering standard",,"Identifier","source standard document and data requirement","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"storage media","CFIHOS-00000088","storage media code",,"CFIHOS-10000094","A code that uniquely identifies the storage media",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"storage media","CFIHOS-00000088","storage media description",,"CFIHOS-10000255","A description of what the storage media represents",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"stream class","CFIHOS-00000119","CFIHOS unique code",,"CFIHOS-10000146","A code that uniquely identifies the stream class in CFIHOS",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"stream class","CFIHOS-00000119","parent stream class code",,"CFIHOS-10000334","The stream class that is a super type of this stream class",,"Optional","stream class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"stream class","CFIHOS-00000119","stream class code",,"CFIHOS-10000326","A code that uniquely identifies the class of stream",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"stream class","CFIHOS-00000119","stream class description",,"CFIHOS-10000327","A description of what the stream is transporting, transforming or storing",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"stream class property","CFIHOS-00000121","SI unit of measure code",,"CFIHOS-10000173","A code that uniquely identifies the unit of measure",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"stream class property","CFIHOS-00000121","imperial unit of measure code",,"CFIHOS-10000174","A code that uniquely identifies the unit of measure",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"stream class property","CFIHOS-00000121","property name",,"CFIHOS-10000056","A name that uniquely identifies the property",,"Identifier","property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"stream class property","CFIHOS-00000121","stream class code",,"CFIHOS-10000326","A code that uniquely identifies the class of stream",,"Identifier","stream class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"submission reference date","CFIHOS-00000103","CFIHOS unique code",,"CFIHOS-10000146","A code that uniquely identifies the submission reference date in CFIHOS",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"submission reference date","CFIHOS-00000103","event type code",,"CFIHOS-10000294","A code that uniquely identifies the type of event of interest to CFIHOS",,"Mandatory","event type","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"submission reference date","CFIHOS-00000103","submission reference date code",,"CFIHOS-10000296","A code that uniquely identifies a document submission reference date",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"submission reference date","CFIHOS-00000103","submission reference date name",,"CFIHOS-10000297","The name used to designate the submission reference date",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"submission reference date","CFIHOS-00000103","submission reference is after event type indicator",,"CFIHOS-10000298","An indicator whether the submission reference date is after the even type or not",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"submission reference date","CFIHOS-00000103","unit of measure code","time unit of measure code","CFIHOS-10000237","A code that uniquely identifies the unit of measure",,"Mandatory","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","area code",,"CFIHOS-10000001","The geographical area within the plant where the tag is located",,"Optional","area","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","commissioning unit code",,"CFIHOS-10000009","The unit that will or has commissioned the tag","This should be a leaf node commissioning unit.","Optional","leaf node commissioning unit","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","construction assembly code",,"CFIHOS-10000130","The construction assembly of a plant where the tag resides","This should be a leaf node construction assembly.","Optional","construction assembly","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","corrosion loop code",,"CFIHOS-10000018","The corrosion loop that includes the tag",,"Optional","corrosion loop","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","designed by company name",,"CFIHOS-10000179","The company responsible for the design of the tag",,"Mandatory","company","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","maintenance system code",,"CFIHOS-10000015","The maintenance system through which the tag is maintained",,"Optional","maintenance system","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","maintenance unit code",,"CFIHOS-10000013","The unit that is in charge of maintaining the tag",,"Optional","maintenance system","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","parent tag name",,"CFIHOS-10000178","An identification of the parentage of the tag","The parent tag (also called main tag) can be a package, an instrument loop or an electrical circuit.","Optional","tag","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","plant code",,"CFIHOS-10000005","The plant where the tag is or will be located",,"Identifier","process unit","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","process unit code",,"CFIHOS-10000157","The process unit within the plant to which the tag provides part of the functionality",,"Mandatory","process unit","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","production critical item indicator",,"CFIHOS-10000027","An indication whether the loss of the functionality provided by the tag would have an immediate cost impact, like a loss of production",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","safety critical item group code",,"CFIHOS-10000029","The safety critical item group assigned to the tag, and identified according to International Standard","This is only required if safety critical item indicator =Yes.","Optional","safety critical item  group","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","safety critical item indicator",,"CFIHOS-10000028","An indication whether the tag should be considered as a safety critical element, as per International Standards","Safety Critical Elementa (SCEs) are those elements of risk barriers, including equipment, hardware, and related control systems, for which : - the failure of which could lead to a major accident or event, or  - that mitigate the consequences of a major accident or event. The basis for the selection of SCEs is the assessment of Major Accidents identified in each Asset HSE Case or those documents that support the Case.","Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag","CFIHOS-00000028","safety critical item reason awarded",,"CFIHOS-10000030","A documentation of the outcome of the SCE assessment","This is only required if safety critical item indicator =Yes.  It is populated according to International Standard.","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class","CFIHOS-00000090","tag class indicator",,"CFIHOS-10000259","An indication that the tag or equipment class is considered as a tag class",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class","CFIHOS-00000090","tag or equipment class definition",,"CFIHOS-10000258","A definition of what the tag or equipment class is",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class","CFIHOS-00000090","tag or equipment class existence reason description",,"CFIHOS-10000261","An explanation of why the tag or equipment class was created / needed","RDL management attribute, not shared contractually with contractors","Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class","CFIHOS-00000090","tag or equipment class name",,"CFIHOS-10000256","The full name of the tag or equipment class",,"Identifier",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class property","CFIHOS-00000094","SI unit of measure code",,"CFIHOS-10000173","The SI (metric) unit of measure recommended for the property of this tag or equipment class",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class property","CFIHOS-00000094","imperial unit of measure code",,"CFIHOS-10000174","The Imperial unit of measure recommended for the property of this tag or equipment class",,"Optional","unit of measure","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class property","CFIHOS-00000094","property is relevant for tag indicator",,"CFIHOS-10000262","An indication that the property is relevant for tags associated with the class",,"Mandatory",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class property","CFIHOS-00000094","property name",,"CFIHOS-10000056","The name of the property that applies to a tag or equipment class",,"Identifier","property","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class property","CFIHOS-00000094","property name in source standard",,"CFIHOS-10000245","The name of the property in the source standard document",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class property","CFIHOS-00000094","source standard code",,"CFIHOS-10000053","The source standard in which reference is made to the tag or equipment class property",,"Optional","source standard","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class property","CFIHOS-00000094","source standard section",,"CFIHOS-10000244","The section of the source standard in which the property is documented",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class property","CFIHOS-00000094","tag or equipment class name",,"CFIHOS-10000256","The full name of the non abstract tag or equipment class to which the property applies",,"Identifier","non abstract tag or equipment class","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class property application condition","CFIHOS-00000089","application condition code",,"CFIHOS-10000232","A code that uniquely identifies an application condition",,"Identifier","application condition","FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
"tag or equipment class property application condition","CFIHOS-00000089","application condition value",,"CFIHOS-10000288","The value that a condition must have to require the specification of a property for a tag or equipment class",,"Optional",,"FR3","STANDARD","2021-10-06T16:45:36.277Z","2021-10-06T16:45:36.277Z",
