"equipment class name","equipment class CFIHOS unique id","equipment property name","equipment property CFIHOS unique id","property relevant for equipment indicator","property relevant for model / part indicator","SI unit of measure code","imperial unit of measure code","source standard code","source standard section","property name in source standard","status","change request number","created date","modified date","terminated date"
"reboiler","CFIHOS-30000393","economizer wall thickness","CFIHOS-40000096",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","flue gas duct height","CFIHOS-40000127",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","flue gas duct lining material","CFIHOS-40000128",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","flue gas ducting material","CFIHOS-40000129",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","flue gas ducting material specification","CFIHOS-40000130",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","flue gas ducting thickness","CFIHOS-40000131",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","height","CFIHOS-40000496",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","legal registration number","CFIHOS-40000200",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","mud drum inside diameter","CFIHOS-40000235",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","mud drum length","CFIHOS-40000236",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","mud drum material specification","CFIHOS-40000237",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","mud drum wall thickness","CFIHOS-40000238",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","stack material","CFIHOS-40000380",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","stack wall thickness","CFIHOS-40000382",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","stacking lining material","CFIHOS-40000383",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","Steam drum inside diameter","CFIHOS-40000384",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","steam drum length","CFIHOS-40000385",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","steam drum material specification","CFIHOS-40000386",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","steam drum pressure relief device","CFIHOS-40000387",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","steam drum shell wall thickness","CFIHOS-40000389",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","steam section length","CFIHOS-40000390",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","steam section wall thickness","CFIHOS-40000391",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","stream drum material","CFIHOS-40000392",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","superheater box length","CFIHOS-40000395",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","superheater box material specification","CFIHOS-40000396",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","superheater box wall thickness","CFIHOS-40000397",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","superheater corrosion allowance","CFIHOS-40000398",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","superheater effective outside surface area","CFIHOS-40000399",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","superheater material","CFIHOS-40000400",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","superheater number of tubes","CFIHOS-40000401",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","superheater pressure relief device","CFIHOS-40000402",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","superheater tube outside diameter","CFIHOS-40000404",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","tube corrosion allowance","CFIHOS-40000429",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","tube length","CFIHOS-40000534",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","tube material","CFIHOS-40000432",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","tube outside diameter","CFIHOS-40000434",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","tube outside surface area","CFIHOS-40000435",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","tube wall thickness","CFIHOS-40000443",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reboiler","CFIHOS-30000393","wall tubes number of tubes","CFIHOS-40000481",,,,,,,,"TERMINATED","CR0013","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z","2021-10-11T09:43:05.815Z"
"reciprocating compressor","CFIHOS-30000551","ATEX category","CFIHOS-40000009",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","ATEX explosive atmosphere","CFIHOS-40000010",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","ATEX group","CFIHOS-40000011",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","dry weight","CFIHOS-40000494",,,"KGM","LBR","ISO 13707:2000",,,"STANDARD","CR0028;CR0032;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","explosion protection concept","CFIHOS-40000108",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","explosion protection examination certificate number","CFIHOS-40000109",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","explosion protection gas group","CFIHOS-40000110",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","explosion protection notified body","CFIHOS-40000111",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","explosion protection temperature class","CFIHOS-40000112",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","explosion protection zone","CFIHOS-40000113",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","normal volume flow rate","CFIHOS-40000293",,,"MQH","G2",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","number of cylinder","CFIHOS-40000559",,,,,"ISO 13707:2000",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","rated power consumption","CFIHOS-40000524",,,"KWT","KWT",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","upper limit allowable pressure","CFIHOS-40000570",,,,,"ISO 10440-1:2007",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","upper limit allowable speed","CFIHOS-40000453",,,"RPM","RPM","ISO 10440-1:2007;API Std 681:1996",,,"STANDARD","CR0028;CR0032;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating compressor","CFIHOS-30000551","upper limit allowable temperature","CFIHOS-40000571",,,,,"ISO 13631:2002",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","ATEX category","CFIHOS-40000009",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","ATEX explosive atmosphere","CFIHOS-40000010",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","ATEX group","CFIHOS-40000011",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","bearing lubrication","CFIHOS-40000098",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","dry weight","CFIHOS-40000494",,,"KGM","LBR","ISO 19901-5:2016",,,"STANDARD","CR0028;CR0032;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","efficiency","CFIHOS-40000495",,,,,"API Std 674:2010",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","explosion protection concept","CFIHOS-40000108",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","explosion protection examination certificate number","CFIHOS-40000109",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","explosion protection gas group","CFIHOS-40000110",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","explosion protection notified body","CFIHOS-40000111",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","explosion protection temperature class","CFIHOS-40000112",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","explosion protection zone","CFIHOS-40000113",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","lower limit allowable temperature","CFIHOS-40000549",,,,,"API Std 675:2019",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","net positive suction head required","CFIHOS-40000557",,,,,"API Std 675:2019",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","normal operating outlet pressure","CFIHOS-40000278",,,"BRA","PSA","API Std 610:2010;ISO 13709:2009",,,"STANDARD","CR0028;CR0032;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","operating weight","CFIHOS-40000516",,,"KGM","LBR","ISO 19901-5:2016",,,"STANDARD","CR0028;CR0032;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","rated power consumption","CFIHOS-40000524",,,"KWT","KWT","API Std 675:2019",,,"STANDARD","CR0028;CR0032;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","rated speed","CFIHOS-40000332",,,"RPM","RPM",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","rated volume flow rate","CFIHOS-40000333",,,"MQH","G2","API Std 675:2019",,,"STANDARD","CR0028;CR0032;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","upper limit allowable pressure","CFIHOS-40000570",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","upper limit allowable speed","CFIHOS-40000453",,,"RPM","RPM","API Std 675:2019",,,"STANDARD","CR0028;CR0032;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"reciprocating pump","CFIHOS-30000862","upper limit allowable temperature","CFIHOS-40000571",,,,,"API Std 675:2019;API Std 674:2010",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"recording instrument","CFIHOS-30000462","ATEX category","CFIHOS-40000009",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"recording instrument","CFIHOS-30000462","ATEX explosive atmosphere","CFIHOS-40000010",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"recording instrument","CFIHOS-30000462","ATEX group","CFIHOS-40000011",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"recording instrument","CFIHOS-30000462","explosion protection concept","CFIHOS-40000108",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"recording instrument","CFIHOS-30000462","explosion protection examination certificate number","CFIHOS-40000109",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"recording instrument","CFIHOS-30000462","explosion protection gas group","CFIHOS-40000110",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"recording instrument","CFIHOS-30000462","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"recording instrument","CFIHOS-30000462","explosion protection notified body","CFIHOS-40000111",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"recording instrument","CFIHOS-30000462","explosion protection temperature class","CFIHOS-40000112",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"recording instrument","CFIHOS-30000462","explosion protection zone","CFIHOS-40000113",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"recording instrument","CFIHOS-30000462","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","ATEX category","CFIHOS-40000009",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","ATEX explosive atmosphere","CFIHOS-40000010",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","ATEX group","CFIHOS-40000011",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","explosion protection concept","CFIHOS-40000108",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","explosion protection examination certificate number","CFIHOS-40000109",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","explosion protection gas group","CFIHOS-40000110",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","explosion protection notified body","CFIHOS-40000111",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","explosion protection temperature class","CFIHOS-40000112",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","explosion protection zone","CFIHOS-40000113",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","rated current","CFIHOS-40000521",,,"AMP","AMP",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","rated input voltage","CFIHOS-40000604",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"rectifier","CFIHOS-30000363","rated output voltage","CFIHOS-40000328",,,"VLT","VLT",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"redox analyser","CFIHOS-30000206","ATEX category","CFIHOS-40000009",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"redox analyser","CFIHOS-30000206","ATEX explosive atmosphere","CFIHOS-40000010",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"redox analyser","CFIHOS-30000206","ATEX group","CFIHOS-40000011",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"redox analyser","CFIHOS-30000206","explosion protection concept","CFIHOS-40000108",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"redox analyser","CFIHOS-30000206","explosion protection examination certificate number","CFIHOS-40000109",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"redox analyser","CFIHOS-30000206","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"redox analyser","CFIHOS-30000206","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"redox analyser","CFIHOS-30000206","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"redox analyser","CFIHOS-30000206","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"redox analyser","CFIHOS-30000206","explosion protection zone","CFIHOS-40000113",,,,,"IEC 60529:2013",,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"redox analyser","CFIHOS-30000206","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","ATEX category","CFIHOS-40000009",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","ATEX explosive atmosphere","CFIHOS-40000010",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","ATEX group","CFIHOS-40000011",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","calibration range","CFIHOS-40000634",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","explosion protection concept","CFIHOS-40000108",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","explosion protection examination certificate number","CFIHOS-40000109",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","explosion protection gas group","CFIHOS-40000110",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","explosion protection notified body","CFIHOS-40000111",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","explosion protection temperature class","CFIHOS-40000112",,,,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","explosion protection zone","CFIHOS-40000113",,,,,"IEC 60529:2013",,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","fault tolerance","CFIHOS-40000635",,,,,"ISO 14224:2016",,,"STANDARD","CR0028;FR37","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"relative pressure transmitter","CFIHOS-30000208","ingress protection","CFIHOS-40000173",,,,,,,,"STANDARD","V1.2","2017-02-13T22:41:14.815Z","2021-10-11T09:43:05.815Z",
"relay","CFIHOS-30000364","ATEX category","CFIHOS-40000009",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"relay","CFIHOS-30000364","ATEX explosive atmosphere","CFIHOS-40000010",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"relay","CFIHOS-30000364","ATEX group","CFIHOS-40000011",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"relay","CFIHOS-30000364","explosion protection concept","CFIHOS-40000108",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"relay","CFIHOS-30000364","explosion protection examination certificate number","CFIHOS-40000109",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"relay","CFIHOS-30000364","explosion protection gas group","CFIHOS-40000110",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
"relay","CFIHOS-30000364","explosion protection material group","CFIHOS-40000612",,,,,,,,"STANDARD","CR0028","2019-05-14T08:40:09.715Z","2021-10-11T09:43:05.815Z",
