"property name","property definition","property data type","property data type length","unit of measure dimension code","picklist name","CFIHOS unique id","reason for having property","synonym","created date","modified date","terminated date","change request number","status"
"rated volume flow rate","A volume flow rate a functional or physical object is designed to deliver at specified conditions.","Number",,,,"CFIHOS-40000333",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"relief bellows","Is a collection of items each of which is a relief bellow.","Boolean",3,,,"CFIHOS-40000334",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030;FR74","STANDARD"
"relief device type","Is a subtype of relief device","Text",40,,"relief type","CFIHOS-40000335",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"relief valve set pressure","The pressure at which a functional or physical object is activated.","Number",,,,"CFIHOS-40000336",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"remarks","Any further comments related to the functional or physical object.","Text",40,,,"CFIHOS-40000337",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"roof plates corrosion allowance","Is a thickness that is a bonus on a wall thickness to compensate for expected corrosion.","Number",,,,"CFIHOS-40000338",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"roof plates material specification","Is a specification which describes the applicable materials for one or more items.","Text",50,,"material specification","CFIHOS-40000339",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"sacrificial anodes","Whether or not an equipment is fitted with sacrificial corrosion prevention anodes.","Boolean",3,,,"CFIHOS-40000340",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030;FR74","STANDARD"
"sensing principle","A general description of the technology used to carry out the detection function. For example infrared, ionisation, ultraviolet etc","Text",40,,"sensing principle","CFIHOS-40000341",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"settle out pressure","The highest pressure which a functional or physical object will experience when not running and after equilibrium has been reached.","Number",,,,"CFIHOS-40000342",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell coating","Is a material specification for a coating.","Text",40,,"coating material","CFIHOS-40000343",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"shell corrosion allowance","Is a thickness that is a bonus on a wall thickness to compensate for expected corrosion.","Number",,,,"CFIHOS-40000344",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell dry weight","Is a mass of an empty container, excluding the material it normally contains.","Number",,,,"CFIHOS-40000345",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell external corrosion allowance","Is a thickness that is a bonus on a wall thickness to compensate for expected corrosion.","Number",,,,"CFIHOS-40000346",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell hydrostatic test pressure - field","Is a test pressure applicable when using water to establish the test pressure.","Number",,,,"CFIHOS-40000347",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell hydrostatic test pressure - shop","Is a test pressure applicable when using water to establish the test pressure.","Number",,,,"CFIHOS-40000348",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell inside diameter","Is an inside diameter of an item that is the prime inside diameter in case the item has more than one inside diameter.","Number",,,,"CFIHOS-40000349",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell internal corrosion allowance","Is a thickness that is a bonus on a wall thickness to compensate for expected corrosion.","Number",,,,"CFIHOS-40000350",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell lining material","Is a material of construction of which a lining is made.","Text",40,,"lining material","CFIHOS-40000351",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"shell lining material specification","Is a material specification for a lining.","Text",40,,,"CFIHOS-40000352",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"shell material","Is a possessed aspect being a role of the substance of an artefact when used to construct the artefact from. Therefore the substance should be in a solid state at the conditions at which the artefact exists.","Text",40,,"material","CFIHOS-40000353",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"shell material specification","Is a specification which describes the applicable materials for one or more items.","Text",50,,"material specification","CFIHOS-40000354",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"shell minimum design metal temperature","Is a temperature that is the lowest at which a significant load can be applied. Typically applied to a pressure vessel. Defined by the ASME Code, Section VIII, Division 1, paragraph UG-20 (see Section 3).","Number",,,,"CFIHOS-40000355",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell normal external operating pressure","The pressure at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000356",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell normal internal operating pressure","The pressure at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000357",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell normal operating temperature","The temperature at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000358",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell operating weight","Is a mass that includes possible internals when the item is completely filled with water.","Number",,,,"CFIHOS-40000359",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell outside diameter","Is an outside diameter of an item that is the prime outside diameter in case the item has more than one outside diameter.","Number",,,,"CFIHOS-40000360",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell plates corrosion allowance","Is a thickness that is a bonus on a wall thickness to compensate for expected corrosion.","Number",,,,"CFIHOS-40000361",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell side fluid name","The name of the product in liquid or gas phase.","Text",100,,"fluid","CFIHOS-40000362",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"shell side upper limit design temperature","The highest temperature at which a functional or physical object is designed.","Number",,,,"CFIHOS-40000363",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell side upper limit operating inlet temperature","Is a temperature that occurs during operation or under which an object is supposed to operate.","Number",,,,"CFIHOS-40000364",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell side upper limit operating outlet temperature","Is a temperature that occurs during operation or under which an object is supposed to operate.","Number",,,,"CFIHOS-40000365",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell test pressure","The pressure to which a functional or physical object should be subjected to test for leakage and structural integrity.","Number",,,,"CFIHOS-40000366",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell upper limit design pressure","The highest pressure at which a functional or physical object is designed for.","Number",,,,"CFIHOS-40000367",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell upper limit operating temperature","The temperature which is the highest temperature at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000368",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell wall thickness","Is a thickness according to a design.","Number",,,,"CFIHOS-40000369",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"shell weld joint efficiency","Is a joint efficiency factor that is a correction factor for the strength of a weld dependent on the type and percentage examination. Its value is 1 in case of 100% radiographic examination.","Number",,,,"CFIHOS-40000370",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"signal type","Specify the type of technology used to transmit a signal. For example electric, pneumatic, smart electric etc","Text",40,,"signal type","CFIHOS-40000371",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"special service","Specifies if  the functional or physical object involves mediums (e.g. Steam, Hydrogen, Hydrofluoric acid, Chlorine, Oxygen, Ethylene-Oxide, Sour, Sodium hydroxide, potassium hydroxide, amine) that attract additional requirements with respect to component","Text",40,,,"CFIHOS-40000372",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"specific heat ratio Cp/Cv at inlet","The specific heat ratio for the process medium at inlet conditions.","Number",,,,"CFIHOS-40000373",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"spindle material specification","Is a specification which describes the applicable materials for one or more items.","Text",50,,"material specification","CFIHOS-40000374",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"spring material specification","Is a specification which describes the applicable materials for one or more items.","Text",50,,"material specification","CFIHOS-40000375",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"stack height","The maximum height of a functional or physical object above its base when installed.","Number",,,,"CFIHOS-40000376",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"stack inside diameter","Is an inside diameter of an item that is the prime inside diameter in case the item has more than one inside diameter.","Number",,,,"CFIHOS-40000377",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"stack length","Is a distance measured in the direction of the longest side of an item or in the direction of its main axis.","Number",,,,"CFIHOS-40000378",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"stack lining material","Is a material of construction of which a lining is made.","Text",40,,"lining material","CFIHOS-40000379",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z","2021-10-12T13:20:46.735Z","CR0003","TERMINATED"
"stack material","Is a possessed aspect being a role of the substance of an artefact when used to construct the artefact from. Therefore the substance should be in a solid state at the conditions at which the artefact exists.","Text",40,,"material","CFIHOS-40000380",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"stack type","Is a subtype of stack","Text",40,,"stack type","CFIHOS-40000381",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"stack wall thickness","Is a thickness according to a design.","Number",,,,"CFIHOS-40000382",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"stacking lining material","Is a material of construction of which a lining is made.","Text",40,,"lining material","CFIHOS-40000383",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"steam drum inside diameter","Is an inside diameter of an item that is the prime inside diameter in case the item has more than one inside diameter.","Number",,,,"CFIHOS-40000384",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"steam drum length","Is a distance measured in the direction of the longest side of an item or in the direction of its main axis.","Number",,,,"CFIHOS-40000385",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"steam drum material specification","Is a specification which describes the applicable materials for one or more items.","Text",50,,"material specification","CFIHOS-40000386",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"steam drum pressure relief device","By which protection is provided against overpressure.","Text",40,,,"CFIHOS-40000387",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"steam drum relief valve set pressure","The pressure at which a functional or physical object is activated.","Number",,,,"CFIHOS-40000388",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"steam drum shell wall thickness","Is a thickness according to a design.","Number",,,,"CFIHOS-40000389",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"steam section length","Is a distance measured in the direction of the longest side of an item or in the direction of its main axis.","Number",,,,"CFIHOS-40000390",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"steam section wall thickness","Is a thickness according to a design.","Number",,,,"CFIHOS-40000391",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"stream drum material","Is a possessed aspect being a role of the substance of an artefact when used to construct the artefact from. Therefore the substance should be in a solid state at the conditions at which the artefact exists.","Text",40,,"material","CFIHOS-40000392",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"stress analysis required","Specifies if the functional or physical object requires a stress analysis.","Boolean",3,,,"CFIHOS-40000393",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030;FR74","STANDARD"
"subtransient reactance","Quotient of the initial value of a sudden change in that fundamental A.C. component of primary voltage, which is produced by the total direct-axis primary flux, and the value of the simultaneous change in fundamental A.C. component of direct-axis primary","Number",,,,"CFIHOS-40000394",,,"2021-10-14T10:07:26.653Z","2021-10-14T10:07:26.653Z",,"CR0025","STANDARD"
"superheater box length","Is a distance measured in the direction of the longest side of an item or in the direction of its main axis.","Number",,,,"CFIHOS-40000395",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"superheater box material specification","Is a specification which describes the applicable materials for one or more items.","Text",50,,"material specification","CFIHOS-40000396",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"superheater box wall thickness","Is a thickness according to a design.","Number",,,,"CFIHOS-40000397",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"superheater corrosion allowance","Is a thickness that is a bonus on a wall thickness to compensate for expected corrosion.","Number",,,,"CFIHOS-40000398",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"superheater effective outside surface area","Is an area located on a surface.","Number",,,,"CFIHOS-40000399",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"superheater material","Is a possessed aspect being a role of the substance of an artefact when used to construct the artefact from. Therefore the substance should be in a solid state at the conditions at which the artefact exists.","Text",40,,"material","CFIHOS-40000400",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"superheater number of tubes","Is a number of items where each item is a tube.","Number",,,,"CFIHOS-40000401",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"superheater pressure relief device","By which protection is provided against overpressure.","Text",40,,,"CFIHOS-40000402",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"superheater relief valve set pressure","The pressure at which a functional or physical object is activated.","Number",,,,"CFIHOS-40000403",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"superheater tube outside diameter","Is an outside diameter of an item that is the prime outside diameter in case the item has more than one outside diameter.","Number",,,,"CFIHOS-40000404",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"support fire proofing type","Is a subtype of support for fire proofing","Text",40,,"fire proof support type","CFIHOS-40000405",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"support type","Is a subtype of support","Text",40,,"support type","CFIHOS-40000406",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"surface roughness","The average peak to valley distance for the small irregularities on a functional or physical objects internal surface.","Number",,,,"CFIHOS-40000407",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tank roof drain type","Is a drainage system for a tank roof.","Text",40,,"tank roof drain type","CFIHOS-40000408",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"tank roof type","Specify the type of roof construction for the functional or physical tank.","Text",40,,"tank roof type","CFIHOS-40000409",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"tank usage type","Specify if the tank is designed to feed a determined set of equipments or designed to contain a large quantity of product for a long term storage.","Text",40,,"tank usage type","CFIHOS-40000410",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"TEMA type","A classification system defined by the Tubular Exchangers Manufactured Association","Text",40,,"TEMA type","CFIHOS-40000411",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"test medium","The medium used for testing purpose.","Text",40,,"test medium","CFIHOS-40000412",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"thermal insulation coating thickness","The total thermal insulation coating system thickness.","Number",,,,"CFIHOS-40000413",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"thermal insulation coating type","The type of thermal insulation coating system.","Text",40,,,"CFIHOS-40000414",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"tie rods material specification","Is a specification which describes the applicable materials for one or more items.","Text",50,,"material specification","CFIHOS-40000415",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"top section inside diameter","Is an inside diameter of an item that is the prime inside diameter in case the item has more than one inside diameter.","Number",,,,"CFIHOS-40000416",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"top section length","Is a distance measured in the direction of the longest side of an item or in the direction of its main axis.","Number",,,,"CFIHOS-40000417",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"top section lower limit operating pressure","Is a pressure that is a minimum possible or allowed or occurring or required.","Number",,,,"CFIHOS-40000418",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"top section lower limit operating temperature","The temperature which is the lowest temperature at  which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000419",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"top section normal operating pressure","The pressure at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000420",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"top section normal operating temperature","The temperature at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000421",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"top section upper limit operating temperature","The temperature which is the highest temperature at which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000422",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"total tank capacity","The volume of a tank from the bottom to the maximum safe filling height.","Number",,,,"CFIHOS-40000423",,,"2021-10-14T10:08:00.933Z","2021-10-14T10:08:00.933Z",,"CR0025","STANDARD"
"transformer cooling method","The method of cooling used by a transformer.","Text",40,,"transformer cooling method","CFIHOS-40000424",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"tray type","Is a subtype of tray","Text",40,,"tray type","CFIHOS-40000425",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"tube bundle design","Provide a general description of the style of tubes used in the equipment. For example bayonet type, concentric type etc.","Text",40,,"tube bundle design","CFIHOS-40000426",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"tube coating","Is a material specification for a coating.","Text",40,,"coating material","CFIHOS-40000427",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"tube coating specification","Is a material of construction of which a coating is made.","Text",40,,"coating material","CFIHOS-40000428",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"tube corrosion allowance","Is a thickness that is a bonus on a wall thickness to compensate for expected corrosion.","Number",,,,"CFIHOS-40000429",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tube hydrostatic test pressure - field","Is a test pressure applicable when using water to establish the test pressure.","Number",,,,"CFIHOS-40000430",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tube hydrostatic test pressure - shop","Is a test pressure applicable when using water to establish the test pressure.","Number",,,,"CFIHOS-40000431",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tube material","Is a possessed aspect being a role of the substance of an artefact when used to construct the artefact from. Therefore the substance should be in a solid state at the conditions at which the artefact exists.","Text",40,,"material","CFIHOS-40000432",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"tube material specification","Is a specification which describes the applicable materials for one or more items.","Text",50,,"material specification","CFIHOS-40000433",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"tube outside diameter","Is an outside diameter of an item that is the prime outside diameter in case the item has more than one outside diameter.","Number",,,,"CFIHOS-40000434",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tube outside surface area","Is an area located on a surface.","Number",,,,"CFIHOS-40000435",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tube side fluid name","The name of the product in liquid or gas phase.","Text",100,,"fluid","CFIHOS-40000436",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"CR0030","STANDARD"
"tube side normal operating inlet temperature","Is a temperature that occurs during operation or under which an object is supposed to operate.","Number",,,,"CFIHOS-40000437",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tube side normal operating inlet pressure","The pressure at which a functional or physical object is expected to operate normally.","Number",,,,"CFIHOS-40000438",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tube side normal operating outlet temperature","Is a temperature that occurs during operation or under which an object is supposed to operate.","Number",,,,"CFIHOS-40000439",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tube side upper limit design temperature","The highest temperature at which a functional or physical object is designed.","Number",,,,"CFIHOS-40000440",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tube test pressure","The pressure to which a functional or physical object should be subjected to test for leakage and structural integrity.","Number",,,,"CFIHOS-40000441",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tube upper limit design pressure","The highest pressure at which a functional or physical object is designed for.","Number",,,,"CFIHOS-40000442",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tube wall thickness","Is a thickness according to a design.","Number",,,,"CFIHOS-40000443",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"tubesheet material","Is a possessed aspect being a role of the substance of an artefact when used to construct the artefact from. Therefore the substance should be in a solid state at the conditions at which the artefact exists.","Text",40,,"material","CFIHOS-40000444",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"turbine cycle","Specify if the working medium passes successively through the compressor, the combustor and the turbine in a simple cycle, or if the turbine exhaust is used to preheat the combustion air from the compressor in a regenerative cycle.","Text",40,,"cycle","CFIHOS-40000445",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"type of boat/capsule","Give a general description of the type of life boat/escape capsule.","Text",40,,"lifeboat type","CFIHOS-40000446",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"type of circuitry","Specify whether the trip amplifier contains all solid-state components or has a combination of electronic and solid state components.","Text",40,,"type of circuitry","CFIHOS-40000447",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"type of electric motor","Specify whether the motor is of synchronous or induction design.","Text",40,,"type of electric motor","CFIHOS-40000448",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"type of electrical current supply","Specify whether the type of output current from the physical object is either AC or DC.","Text",40,,"type of electrical current supply","CFIHOS-40000449",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"type of mechanical switch","Specify the method of operation of the switch, for example pneumatic, hydraulic etc","Text",40,,"type of mechanical switch","CFIHOS-40000450",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"type of safety barrier","Specify whether the safety barrier is active (requires an external power supply) or passive (does not require external power supply).","Text",40,,"type of safety barrier","CFIHOS-40000451",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"type of switch","Specify the method of operation of the switch, for example pneumatic, electronic etc","Text",40,,"type of switch","CFIHOS-40000452",,,"2017-02-15T19:47:29.464Z","2021-10-12T13:20:46.735Z",,"V1.2","STANDARD"
"upper limit allowable speed","The speed which is the highest allowed.","Number",,,,"CFIHOS-40000453",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit ambient operating temperature","The temperature which is the highest ambient temperature at  which a functional or physical object is expected to operate.","Number",,,,"CFIHOS-40000454",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit cooling water inlet temperature","The temperature which is the highest cooling water temperature at which a functional or physical object is expected to operate at its inlet connection.","Number",,,,"CFIHOS-40000455",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit cooling water outlet temperature","The temperature which is the highest cooling water temperature at which a functional or physical object is expected to operate at its outlet connection.","Number",,,,"CFIHOS-40000456",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit design flow velocity","The highest flow velocity that a functional or physical object is designed for.","Number",,,,"CFIHOS-40000457",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit design product fill height","The height of product which is the highest height of product at  which a functional or physical object is designed for.","Number",,,,"CFIHOS-40000458",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit design product inflow rate","The highest product inflow rate at which a functional or physical object is designed for.","Number",,,,"CFIHOS-40000459",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
"upper limit design product outflow rate","The highest product outflow rate at which a functional or physical object is designed for.","Number",,,,"CFIHOS-40000460",,,"2021-10-05T04:25:16.689Z","2021-10-05T04:25:16.689Z",,"CR0025","STANDARD"
