"tag class name","tag class CFIHOS unique id","tag property name","tag property CFIHOS unique id","SI unit of measure code","imperial unit of measure code","source standard code","source standard section","property name in source standard","status","change request number","created date","modified date","terminated date"
"rotational speed element","CFIHOS-30000750","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"rotational speed element","CFIHOS-30000750","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"router","CFIHOS-30000221","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"router","CFIHOS-30000221","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"router","CFIHOS-30000221","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"running tool","CFIHOS-30000628","design specification","CFIHOS-40000487",,,"API Spec 7-1:2004",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"running tool","CFIHOS-30000628","explosion protection gas group","CFIHOS-40000110",,,"API Spec 7-1:2004",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"running tool","CFIHOS-30000628","explosion protection zone","CFIHOS-40000113",,,"API Spec 7-1:2004",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"running tool","CFIHOS-30000628","lower limit design temperature","CFIHOS-40000503",,,"API Spec 7-1:2004",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"running tool","CFIHOS-30000628","upper limit design pressure","CFIHOS-40000535",,,"API Spec 7-1:2004",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"running tool","CFIHOS-30000628","upper limit design temperature","CFIHOS-40000536",,,"API Spec 7-1:2004",,,"STANDARD","CR0031;FR60","2020-05-05T08:55:09.301Z","2021-10-11T08:54:11.582Z",
"rupture disc","CFIHOS-30000466","burst pressure","CFIHOS-40000578",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"rupture disc","CFIHOS-30000466","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"rupture disc","CFIHOS-30000466","fluid name","CFIHOS-40000132",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"rupture disc","CFIHOS-30000466","inlet flange rating","CFIHOS-40000174",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"rupture disc","CFIHOS-30000466","maximum back pressure","CFIHOS-40000226","BRG","64",,,,"STANDARD","CR0032","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"rupture disc","CFIHOS-30000466","nominal diameter","CFIHOS-40000509","MMT","INH",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"rupture disc","CFIHOS-30000466","nominal inlet flange size","CFIHOS-40000243",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"rupture disc","CFIHOS-30000466","nominal outlet flange size","CFIHOS-40000245",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"rupture disc","CFIHOS-30000466","outlet flange rating","CFIHOS-40000312",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"rupture disc","CFIHOS-30000466","safety integrity level","CFIHOS-40000579",,,"ANSI/ISA-75.05.01-2019",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"safety barrier","CFIHOS-30000222","explosion protection gas group","CFIHOS-40000110",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"safety barrier","CFIHOS-30000222","explosion protection temperature class","CFIHOS-40000112",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"safety barrier","CFIHOS-30000222","explosion protection zone","CFIHOS-40000113",,,,,,"TERMINATED","CR0028","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"sample loop component","CFIHOS-30000224","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"TERMINATED","CR0002","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"sample loop component","CFIHOS-30000224","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"TERMINATED","CR0002","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"sample loop component","CFIHOS-30000224","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"TERMINATED","CR0002","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"sample vessel","CFIHOS-30000711","normal operating pressure","CFIHOS-40000512","BRG","64",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"sampler","CFIHOS-30000467","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"sampler","CFIHOS-30000467","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"sampler","CFIHOS-30000467","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","V1.2","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"sand detector","CFIHOS-30000243","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","CR0014","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"sand detector","CFIHOS-30000243","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","CR0014","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"sand detector","CFIHOS-30000243","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","CR0014","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"sand detector","CFIHOS-30000243","safety integrity level","CFIHOS-40000579",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"screw compressor","CFIHOS-30000553","compressibility factor Z at inlet","CFIHOS-40000060",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw compressor","CFIHOS-30000553","corrosive agents","CFIHOS-40000064",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw compressor","CFIHOS-30000553","corrosive gas","CFIHOS-40000065",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw compressor","CFIHOS-30000553","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw compressor","CFIHOS-30000553","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw compressor","CFIHOS-30000553","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw compressor","CFIHOS-30000553","fluid name","CFIHOS-40000132",,,"ISO 14224:2016",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw compressor","CFIHOS-30000553","molecular weight","CFIHOS-40000506",,,"ISO 14224:2016",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw compressor","CFIHOS-30000553","normal operating inlet pressure","CFIHOS-40000511",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw compressor","CFIHOS-30000553","normal operating inlet temperature","CFIHOS-40000272",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw compressor","CFIHOS-30000553","normal operating mass flow rate","CFIHOS-40000275",,,"ISO 14224:2016",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw compressor","CFIHOS-30000553","settle out pressure","CFIHOS-40000342",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw compressor","CFIHOS-30000553","specific heat ratio Cp/Cv at inlet","CFIHOS-40000373",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw conveyor","CFIHOS-30000226","design specification","CFIHOS-40000487",,,"ANSI/CEMA 350-2015",,,"STANDARD","FR74","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z",
"screw conveyor","CFIHOS-30000226","explosion protection zone","CFIHOS-40000113",,,"ANSI/CEMA 350-2015",,,"STANDARD","FR74","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z",
"screw conveyor","CFIHOS-30000226","lower limit design temperature","CFIHOS-40000503",,,"ANSI/CEMA 350-2015",,,"STANDARD","FR74","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z",
"screw conveyor","CFIHOS-30000226","normal volume flow rate","CFIHOS-40000293",,,"ANSI/CEMA 350-2015",,,"STANDARD","FR74","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z",
"screw conveyor","CFIHOS-30000226","upper limit design temperature","CFIHOS-40000536",,,"ANSI/CEMA 350-2015",,,"STANDARD","FR74","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z",
"screw pump","CFIHOS-30000554","chloride concentration","CFIHOS-40000040",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","corrosive liquid","CFIHOS-40000066",,,"ISO 14224:2016",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","erosive liquid","CFIHOS-40000104",,,"ISO 14224:2016",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","flammable liquid","CFIHOS-40000122",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","H2S concentration","CFIHOS-40000142",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","liquid hazardous category","CFIHOS-40000204",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","liquid name","CFIHOS-40000205",,,"ISO 14224:2016",,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","lower limit ambient operating temperature","CFIHOS-40000206",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","lower limit operating discharge pressure","CFIHOS-40000207",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","lower limit operating suction pressure","CFIHOS-40000219",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","lower limit operating temperature","CFIHOS-40000504",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","net positive suction head available","CFIHOS-40000507",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","normal operating differential pressure","CFIHOS-40000254",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","normal operating specific gravity","CFIHOS-40000284",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","normal operating temperature","CFIHOS-40000514",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","normal operating vapour pressure","CFIHOS-40000515",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","rated volume flow rate","CFIHOS-40000333",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","upper limit ambient operating temperature","CFIHOS-40000454",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","upper limit operating differential pressure","CFIHOS-40000461",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","upper limit operating discharge pressure","CFIHOS-40000462",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","upper limit operating suction pressure","CFIHOS-40000476",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"screw pump","CFIHOS-30000554","upper limit operating temperature","CFIHOS-40000538",,,,,,"TERMINATED","CR0009","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","bottom section normal operating pressure","CFIHOS-40000026","BRG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","bottom section normal operating temperature","CFIHOS-40000027","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","coil normal operating pressure","CFIHOS-40000042",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","coil normal operating temperature","CFIHOS-40000043",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","external coating specification","CFIHOS-40000613",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","external insulation type","CFIHOS-40000114",,,"ASME BPVC Section VIII",,,"STANDARD","V1.2;CR0013;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","external upper limit design pressure","CFIHOS-40000119",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","fluid name","CFIHOS-40000132",,,,,,"STANDARD","V1.2;CR0013;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","insulation code","CFIHOS-40000178",,,,,,"STANDARD","CR0029","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","intermediate section normal operating pressure","CFIHOS-40000184","BRG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","intermediate section normal operating temperature","CFIHOS-40000185","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","internal insulation type","CFIHOS-40000187",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","internal upper limit design pressure","CFIHOS-40000192",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","jacket normal operating pressure","CFIHOS-40000196",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","jacket normal operating temperature","CFIHOS-40000197",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","lower limit operating temperature","CFIHOS-40000504",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","minimum design metal temperature","CFIHOS-40000232",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","shell normal external operating pressure","CFIHOS-40000356",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","shell normal internal operating pressure","CFIHOS-40000357",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","shell normal operating temperature","CFIHOS-40000358",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"scrubber","CFIHOS-30000588","top section normal operating pressure","CFIHOS-40000420","BRG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","top section normal operating temperature","CFIHOS-40000421","CEL","FAH",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","upper limit design pressure","CFIHOS-40000535","BRG","64",,,,"STANDARD","CR0029;CR0032","2019-10-01T01:04:06.792Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","upper limit design temperature","CFIHOS-40000536","CEL","FAH",,,,"STANDARD","CR0013;CR0032;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"scrubber","CFIHOS-30000588","upper limit operating temperature","CFIHOS-40000538",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"selector switch","CFIHOS-30000227","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"TERMINATED","CR0002","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"selector switch","CFIHOS-30000227","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"TERMINATED","CR0002","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"selector switch","CFIHOS-30000227","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"TERMINATED","CR0002","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"self operating valve","CFIHOS-30000682","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"self operating valve","CFIHOS-30000682","explosion protection gas group","CFIHOS-40000110",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"self operating valve","CFIHOS-30000682","explosion protection temperature class","CFIHOS-40000112",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"self operating valve","CFIHOS-30000682","explosion protection zone","CFIHOS-40000113",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"self operating valve","CFIHOS-30000682","failure action","CFIHOS-40000580",,,"ISO 14224:2016",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"self operating valve","CFIHOS-30000682","fluid name","CFIHOS-40000132",,,"ASME B31.3 - 2020;ISO 14224:2016",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"self operating valve","CFIHOS-30000682","full opening valve","CFIHOS-40000584",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"self operating valve","CFIHOS-30000682","nominal diameter","CFIHOS-40000509","MMT","INH",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"self operating valve","CFIHOS-30000682","normal operating pressure","CFIHOS-40000512","BRG","64","ISO 14224:2016",,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"self operating valve","CFIHOS-30000682","normal operating temperature","CFIHOS-40000514","CEL","FAH","ISO 14224:2016",,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"self operating valve","CFIHOS-30000682","piping class","CFIHOS-40000488",,,"API Spec 6D:2014",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"self operating valve","CFIHOS-30000682","safety integrity level","CFIHOS-40000579",,,"ANSI/ISA-75.05.01-2019",,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"separator","CFIHOS-30000698","design specification","CFIHOS-40000487",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"separator","CFIHOS-30000698","external coating specification","CFIHOS-40000613",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"separator","CFIHOS-30000698","fluid name","CFIHOS-40000132",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"separator","CFIHOS-30000698","lower limit operating temperature","CFIHOS-40000504","CEL","FAH",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"separator","CFIHOS-30000698","orientation","CFIHOS-40000561",,,,,,"STANDARD","CR0028","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"separator","CFIHOS-30000698","upper limit design pressure","CFIHOS-40000535","BRG","64",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"separator","CFIHOS-30000698","upper limit design temperature","CFIHOS-40000536","CEL","FAH",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"separator","CFIHOS-30000698","upper limit operating pressure","CFIHOS-40000537","BRG","64",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"separator","CFIHOS-30000698","upper limit operating temperature","CFIHOS-40000538","CEL","FAH",,,,"STANDARD","CR0028;CR0032","2019-05-14T08:38:36.409Z","2021-10-11T08:54:11.582Z",
"servo tank gauge","CFIHOS-30000468","explosion protection gas group","CFIHOS-40000110",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"servo tank gauge","CFIHOS-30000468","explosion protection temperature class","CFIHOS-40000112",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"servo tank gauge","CFIHOS-30000468","explosion protection zone","CFIHOS-40000113",,,"IEC 60529:2013",,,"STANDARD","CR0002;FR60","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z",
"settler","CFIHOS-30000589","coil normal operating pressure","CFIHOS-40000042",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
"settler","CFIHOS-30000589","coil normal operating temperature","CFIHOS-40000043",,,,,,"TERMINATED","V1.2;CR0013","2017-02-13T22:35:17.395Z","2021-10-11T08:54:11.582Z","2021-10-11T08:54:11.582Z"
