"picklist name","picklist value","picklist value description","CFIHOS unique id","source standard code","created date","modified date","terminated date","change request number","status"
"support type","gravel","An inanimate physical object that is a mixture of coarse sand and small water-worn or ponded stones, used for paths and roads as an aggregate.","CFIHOS-60000553",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"support type","ground","An inanimate physical object which is the solid surface of the earth.","CFIHOS-60000558",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"support type","i-beam structure",,"CFIHOS-60000606",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"support type","legs",,"CFIHOS-60000766",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"support type","lugs","A physical object that is a specially designed load bearing plate type attachment to an item, generally provided with a hole","CFIHOS-60000784",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"support type","pipe rack",,"CFIHOS-60000948",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"support type","saddle","A support that is an assembly of plates and profiles with a saddleshaped plate at the top intended to support an horizontal vessel or tank","CFIHOS-60001170",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"support type","skid","A 'support' intended to support items when being manufactured, transported, handled or installed.","CFIHOS-60001214",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"support type","skirt","A physical object that is an encircling outer part.","CFIHOS-60001215",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"support type","sleeper",,"CFIHOS-60001216",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"tank roof drain type","flexible home",,"CFIHOS-60000508",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"tank roof drain type","none",,"CFIHOS-60000869",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"tank roof drain type","swing joint",,"CFIHOS-60001272",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"tank roof drain type","swivel joint","An artefact joining two parts so that one or both can pivot freely (as on a bolt or pin)","CFIHOS-60001273",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"tank roof drain type","syphon",,"CFIHOS-60001275",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"tank roof type","annular pontoon floating roof",,"CFIHOS-60000202",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"tank roof type","double deck floating roof",,"CFIHOS-60000384",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"tank roof type","external floating roof",,"CFIHOS-60000496",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-178 GR-A  (TUBE)",,"CFIHOS-60001070",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-178 GR-C  (TUB",,"CFIHOS-60001071",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-179 (TUBE)",,"CFIHOS-60001072",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-192 (TUBE)",,"CFIHOS-60001073",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-193-B7",,"CFIHOS-60001074",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-193-B7M",,"CFIHOS-60001075",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-202 GR-A",,"CFIHOS-60001076",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-202 GR-B",,"CFIHOS-60001077",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-203 GR-A",,"CFIHOS-60001078",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-203 GR-B",,"CFIHOS-60001079",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-203 GR-D",,"CFIHOS-60001080",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-203 GR-E",,"CFIHOS-60001081",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-203 GR-F",,"CFIHOS-60001082",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-203 GR-G",,"CFIHOS-60001083",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-204 GR-A",,"CFIHOS-60001084",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-204 GR-B",,"CFIHOS-60001085",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-204 GR-C",,"CFIHOS-60001086",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-210 GR-A-1  (T",,"CFIHOS-60001087",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-210 GR-C  (TUBE)",,"CFIHOS-60001088",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-214 (TUBE)",,"CFIHOS-60001089",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-226 (TUBE)",,"CFIHOS-60001090",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-283 GR-A",,"CFIHOS-60001091",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-283 GR-B",,"CFIHOS-60001092",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-283 GR-C",,"CFIHOS-60001093",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-283 GR-D",,"CFIHOS-60001094",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-285 GR-A",,"CFIHOS-60001095",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-285 GR-B",,"CFIHOS-60001096",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-285 GR-C",,"CFIHOS-60001097",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-299",,"CFIHOS-60001098",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-302 GR-A",,"CFIHOS-60001099",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-302 GR-B",,"CFIHOS-60001100",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-302 GR-C",,"CFIHOS-60001101",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-302 GR-D",,"CFIHOS-60001102",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-325",,"CFIHOS-60001104",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-333 GR-1 (PIPE)",,"CFIHOS-60001105",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-334 GR-1 (TUBE)",,"CFIHOS-60001106",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.1 GR-11",,"CFIHOS-60001107",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.1 GR-12",,"CFIHOS-60001108",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.1 GR-2",,"CFIHOS-60001109",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.1 GR-21",,"CFIHOS-60001110",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.1 GR-22",,"CFIHOS-60001111",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.1 GR-5",,"CFIHOS-60001112",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.2 GR-11",,"CFIHOS-60001113",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.2 GR-12",,"CFIHOS-60001114",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.2 GR-2",,"CFIHOS-60001115",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.2 GR-21",,"CFIHOS-60001116",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.2 GR-22",,"CFIHOS-60001117",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.2 GR-5",,"CFIHOS-60001118",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-387 CI.2 GR-91",,"CFIHOS-60001119",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-414 GR-A",,"CFIHOS-60001120",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-414 GR-B",,"CFIHOS-60001121",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-414 GR-C",,"CFIHOS-60001122",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-414 GR-D",,"CFIHOS-60001123",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-414 GR-E",,"CFIHOS-60001124",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-414 GR-F",,"CFIHOS-60001125",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-414 GR-G",,"CFIHOS-60001126",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-449",,"CFIHOS-60001127",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-455 GR-55",,"CFIHOS-60001128",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-455 GR-60",,"CFIHOS-60001129",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-455 GR-65",,"CFIHOS-60001130",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-490",,"CFIHOS-60001131",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-515 GR-55",,"CFIHOS-60001132",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-515 GR-60",,"CFIHOS-60001133",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-515 GR-65",,"CFIHOS-60001134",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-515 GR-70",,"CFIHOS-60001135",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-516 GR-55",,"CFIHOS-60001136",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-516 GR-60",,"CFIHOS-60001137",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-516 GR-65",,"CFIHOS-60001138",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-516 GR-70",,"CFIHOS-60001139",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-524 GR-1 (PIPE)",,"CFIHOS-60001140",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-524 GR-2 (PIPE",,"CFIHOS-60001141",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-53 GR-A (PIPE)",,"CFIHOS-60001142",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-53 GR-B (PIPE)",,"CFIHOS-60001143",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-533 GR-A",,"CFIHOS-60001144",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-533 GR-B",,"CFIHOS-60001145",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-533 GR-C",,"CFIHOS-60001146",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-537 CI.1 GR-A",,"CFIHOS-60001147",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-537 CI.1 GR-B",,"CFIHOS-60001148",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-537 CI.2 GR-A",,"CFIHOS-60001149",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-537 CI.2 GR-B",,"CFIHOS-60001150",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-537 CI.2 GR-C",,"CFIHOS-60001151",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-542 CI. 4A",,"CFIHOS-60001152",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-556 GR-A2 (TUB",,"CFIHOS-60001153",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-556 GR-B2 (TUB",,"CFIHOS-60001154",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-556 GR-C2 (TUB",,"CFIHOS-60001155",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-587 (TUBE)",,"CFIHOS-60001156",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-612 GR-1",,"CFIHOS-60001157",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-612 GR-2",,"CFIHOS-60001158",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-662 GR-A",,"CFIHOS-60001159",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-662 GR-B",,"CFIHOS-60001160",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-662 GR-C",,"CFIHOS-60001161",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-737 GR-B",,"CFIHOS-60001162",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-737 GR-C",,"CFIHOS-60001163",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-738 GR-A",,"CFIHOS-60001164",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-738 GR-B",,"CFIHOS-60001165",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-812 GR-65",,"CFIHOS-60001166",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-812 GR-80",,"CFIHOS-60001167",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA-832",,"CFIHOS-60001168",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SA307-B",,"CFIHOS-60001103",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","SUPER AUST 254 SMO",,"CFIHOS-60001266",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","carbon steel","A steel whose properties are determined primarily by the percentage of Carbon present. Besides Iron and Carbon, the steel may contain Manganese up to 1.65% and residual quantities of other elements.","CFIHOS-60000266",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","phenolic",,"CFIHOS-60000945",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","poly foam",,"CFIHOS-60000968",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","polybutadiene",,"CFIHOS-60000969",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","polybutylene",,"CFIHOS-60000970",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","polycarbonate","Amorphous transparent and rigid polymer.","CFIHOS-60000971",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","polyester","Polyester films and fibres arelinear polymers which have the ester group (-CO-O-) repeated along the chain","CFIHOS-60000972",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","polyethylene","A flexible, waxy translucent thermoplastic","CFIHOS-60000974",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","polyimide",,"CFIHOS-60000975",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","polypropylene","PP is a special type of thermoplastic.","CFIHOS-60000976",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","polystyrene",,"CFIHOS-60000978",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","polyurethane","A plastic which is a range of resins, both thermoplastic and thermosetting, based on the reaction of di-isocyantes with dihydric, alcohols, polyesters or polyethers.","CFIHOS-60000980",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"material specification","porcelain",,"CFIHOS-60000981",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"measurement system","Imperial","Imperial System for Units of Measure","CFIHOS-60001650",,"2019-03-05T14:13:04.540Z","2021-10-12T15:02:03.835Z",,"CR0022;FR69","STANDARD"
"measurement system","SI","Metric (Systeme International)","CFIHOS-60001649",,"2019-03-05T14:13:04.540Z","2021-10-12T15:02:03.835Z",,"CR0022;FR69","STANDARD"
"media type","3.5 inch diskette",,"CFIHOS-60000035",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0008","TERMINATED"
"media type","Calques",,"CFIHOS-60000261",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0008","TERMINATED"
"media type","Paper drawing",,"CFIHOS-60000912",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0008","TERMINATED"
"media type","Paper photo",,"CFIHOS-60000913",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0008","TERMINATED"
"media type","Video tape",,"CFIHOS-60001331",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0008","TERMINATED"
"media type","ZIP-disk",,"CFIHOS-60001394",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0008","TERMINATED"
"meteorological sensor type","cloud height","A device engaged in meteorological observations relating to cloud height","CFIHOS-60002295",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR52","STANDARD"
"meteorological sensor type","humidity","A device engaged in meteorological observations relating to humidity","CFIHOS-60002296",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR52","STANDARD"
"meteorological sensor type","visibility","A device engaged in meteorological observations relating to visibility","CFIHOS-60002297",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR52","STANDARD"
"mixer type","dynamic",,"CFIHOS-60000401",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"mixer type","static",,"CFIHOS-60001238",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"native file delivery timing","at handover","The native file should be delivered at handover","CFIHOS-60002304",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR27","STANDARD"
"native file delivery timing","during project","The native file should be delivered during project","CFIHOS-60002303",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR27","STANDARD"
"native file delivery timing","not applicable","not applicable","CFIHOS-60002306",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR27","STANDARD"
"nozzle type","bolted flange",,"CFIHOS-60000242","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"nozzle type","clamped flange",,"CFIHOS-60000313","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"nozzle type","screwed",,"CFIHOS-60001172","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"nozzle type","welded","A nozzle that consists of components welded together, in contrast with a forged nozzle","CFIHOS-60001369","ISO 14224:2016","2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"V1.2","STANDARD"
"operation continuous intermittent","continuous",,"CFIHOS-60000325",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"pressure equipment category","III",,"CFIHOS-60000634",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"pressure equipment category","IV",,"CFIHOS-60000724",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z",,"FR69","STANDARD"
"process class","agglomerating","The process of coalescencing clusters of particles via gathering small particles by forming weak physical interactions with each other.","CFIHOS-60002266",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR43","STANDARD"
"process class","agitating","The process of disturbing by bringing in a state or condition of being moved to and from steadily and violently.","CFIHOS-60002267",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR43","STANDARD"
"process class","blowing","The process of driving air or other gas.","CFIHOS-60002268",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR43","STANDARD"
"process class","burning","The process of reacting by undergoing or causing to undergo combustion.","CFIHOS-60002269",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR43","STANDARD"
"process class","compressing","The process of pressurising, especially on opposite sides, to increase the density of or reduce the volume.","CFIHOS-60002270",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR43","STANDARD"
"process class","cooling","The process of extracting heat.","CFIHOS-60002271",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR43","STANDARD"
"process class","crushing","The process of destroying by squeezing or forcing by pressure so as to damage or destroy the structure.","CFIHOS-60002272",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR43","STANDARD"
"process class","delivering","The process of bringing to an intended destination.","CFIHOS-60002273",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR43","STANDARD"
"process class","drying","The process of making or becoming dry.","CFIHOS-60002274",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR43","STANDARD"
"process class","exhausting","The process of moving by drawing off or letting out wholly.","CFIHOS-60002275",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR43","STANDARD"
"process class","extruding","The process of shaping by forcing through a specially designed opening often after a previous heating of the material or of the opening, or both.","CFIHOS-60002276",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR43","STANDARD"
"process class","feeding","The process of supplying material or energy.","CFIHOS-60002277",,"2021-10-05T05:11:14.289Z","2021-10-12T15:02:03.835Z",,"FR43","STANDARD"
"reason to keep document","not specified","Reason for having it is not specified for this Document Type.","CFIHOS-60001379",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0023","TERMINATED"
"reason to keep document","not wanted",,"CFIHOS-60000878",,"2017-02-13T23:00:15.177Z","2021-10-12T15:02:03.835Z","2021-10-12T15:02:03.835Z","CR0023","TERMINATED"
