"source standard code","source standard doc and data req number","source standard doc and data req title","source standard doc and data req typical deliverable","source standard doc and data req description","source standard doc and data req comment","document and data requirement type code","document and data requirement group code","engineering standard source chapter","discipline code","document type short code","default submit at proposal indicator","default submit for review indicator","default submit at delivery indicator","default issue for review number of weeks","default issue for review reference date","default issue for approval number of weeks","default issue for approval reference date","default for information number of weeks","default for information reference date","default required handover status code","default required translation indicator","deliverable format code","CFIHOS unique id","status","change request number","created date","modified date","terminated date"
"IOGP S-719:2020","S719-IR-46","Production test procedure - nozzle","manufacturing qualification procedure","Definition of process followed to qualify a manufacturing and/or production processes including associated acceptance criteria and test methods to validate achievement of specified technical requirements.",,"equipment","technical information deliverables","17.1.4.4",,"6180","no","yes","yes",,,,,,"WPTD","AFD","no","PDF","CFIHOS-68000281","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-47","Production test procedure - manifold","manufacturing qualification procedure","Definition of process followed to qualify a manufacturing and/or production processes including associated acceptance criteria and test methods to validate achievement of specified technical requirements.",,"equipment","technical information deliverables","17.1.4.4",,"6180","no","yes","yes",,,,,,"WPTD","AFD","no","PDF","CFIHOS-68000282","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-49","Commissioning / SAT records","completion certificate","Records demonstrating results of site tests including discrete functional unit and overall assembly, electrical, mechanical, protection relay and IEDs.",,"equipment","technical information deliverables","13.4.6, 17.19.1, 17.19.2, 17.19.3, 6.10.1.2, 6.10.2.2, 6.10.2.3, 6.10.3.4, 6.10.3.6.1, 6.10.4.3.1, 6.10.4.3.2, 6.3.2.1, 6.3.2.2, 6.3.5.1, 6.3.5.3, 6.4.1.1, 6.4.1.2.1, 6.6.3, 6.6.6.2, 6.6.7.1, 6.6.7.2, 6.7.1.1, 6.7.1.2, 6.7.3.1, 6.7.3.2, 6.9.1.4, 6.9.2.2,",,"1457","no","no","yes",,"WAT",,"WAT",,,"AFC","no","PDF","CFIHOS-68000283","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-5","Sub-vendor delivery schedule","sub-supplier list","Definition of processes, products or services that will be externally provided and the controls to be applied by the [vendor] to ensure conformance with agreed requirements. The schedule includes evidence of the basis of capability assessment , quality ma",,"equipment","contract management information deliverables","Contract Requirement",,,"yes","no","no",,,,,,,"AFD","no","native","CFIHOS-68000284","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-50","Pneumatic test procedure","pressure test procedure","A procedure documenting specific steps to conduct inspection of an asset/object. Typically details boundaries of the test, isolations, method of pressurization, required hold intervals etc.",,"equipment","technical information deliverables","14.2.3 : 14.2.3.1, 14.2.3.2","MX","6046","no","no","yes",,"WAT",,"WAT",,,"AFD","no","PDF","CFIHOS-68000285","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-20T06:15:45.029Z",
"IOGP S-719:2020","S719-IR-51","Hydrostatic test procedure","pressure test procedure","A procedure documenting specific steps to conduct inspection of an asset/object. Typically details boundaries of the test, isolations, method of pressurization, required hold intervals etc.",,"equipment","technical information deliverables","14.2.2 : 14.2.1.1.1, 14.2.1.1.2, 14.2.1.1.3, 14.2.1.2.1, 14.2.1.2.2, 14.2.1.2.3, 14.2.2.1.1, 14.2.2.1.2, 14.2.2.1.3, 14.2.2.1.4.1, 14.2.2.1.4.2, 14.2.2.2.1 , 14.2.2.2.2, 14.2.2.2.3, 14.2.2.2.4, 14.2.2.3.1, 14.2.2.3.2","MX","6046","no","no","yes",,"WAT",,"WAT",,,"AFC","no","PDF","CFIHOS-68000286","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-20T06:15:45.029Z",
"IOGP S-719:2020","S719-IR-52","Pneumatic test records","pressure test report","Records demonstrating results of pneumatic test on site of nozzles/ distribution pipework.",,"equipment","technical information deliverables","14.2.3 : 13.4.6, 17.19.1, 17.19.2, 17.19.3, 6.4.3.1",,"8611","no","yes","yes",,,,,,"WAT","AFD","no","PDF","CFIHOS-68000287","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-53","Hydrostatic test records","pressure test report","Records demonstrating results of pneumatic test on site of nozzles/ distribution pipework.",,"equipment","technical information deliverables","14.2.2 : 13.4.6, 17.19.1, 17.19.2, 17.19.3, 6.4.3.1",,"8611","no","yes","yes",,,,,,"WAT","AFD","no","PDF","CFIHOS-68000288","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-54","Material declaration of conformity (2.1)","material declaration of conformity (2.1)","A document in which the supplier declares that the products supplied are in compliance with the requirements of the PO, without inclusion of any test results.NOTE: see ISO/IEC 17000, clause 5.5 and ISO 10474 / EN 10204.",,"equipment","technical information deliverables","ISO 10474 / EN 10204 : 6.3.1.1, 6.3.3.1, 6.3.3.2, 6.3.3.4, 6.3.4.4, 6.3.5.1, 6.3.5.2, 6.4.1.1, 6.4.2.1, 6.8.3, 8.5.5.1","RA","1455","no","no","no",,,,,,,"AFD","no","PDF","CFIHOS-68000289","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-55","Logic diagram","logic diagram","A graphical representation of a system using formal logic. It displays the existence of functional elements and the paths by which they interact with each other.",,"equipment","technical information deliverables","required as per 13.4.5.2 : 12.5.2.4.1, 12.5.2.4.2, 12.5.3.2, 12.5.5.1, 12.5.5.2, 12.5.5.4, 12.6.3, 13.1.1, 13.1.2, 13.1.5, 13.4.1, 13.4.2, 13.4.5.2, 16.1.7.1, 16.1.7.2, 16.1.7.3, 16.3.3.1 , 16.3.3.2, 16.3.4, 16.3.5.1 , 16.3.5.3, 16.3.5.4.1, 16.3.5.7.1, 17","IN","4780","no","no","no",,,,,,,"AFC","no","PDF","CFIHOS-68000290","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-56","Production test procedure - cylinders high pressure / water","manufacturing qualification procedure","Definition of process followed to qualify a manufacturing and/or production processes including associated acceptance criteria and test methods to validate achievement of specified technical requirements.","Test procedure and certificate may be in one combined document.","equipment","technical information deliverables","17.1.4.4, 8.5.5.2",,"6180","no","no","no",,,,,,,"AFD","no","PDF","CFIHOS-68000291","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-57","Production test certificate - cylinders high pressure / water","general certificate","A  document certifying compliance with specified requirements. [e.g., certificates needed for re-certifying, occupancy certificate, product certificates]. May be combined with cylinder hose test procedure.",,"equipment","technical information deliverables","Test procedure and certificate may be in one combined document. : 13.4.6, 17.1.4.4, 17.19.1, 17.19.2, 17.19.3, 8.5.5.2","MX","1580","no","yes","yes",,,,,,"WPTD","AFD","no","PDF","CFIHOS-68000292","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-59","General arrangement drawing water supply","general arrangement diagram","A drawing showing overall dimensions, critical interface dimensions, part references and weight of assemblies, equipment and components. The drawing shallcontain reference to main specifications and standards. For equipment / components the drawing may i","May include bill of materials","equipment","technical information deliverables","10.1.2.3, 10.1.2.4, 12.1.2, 12.1.3, 12.2, 12.3.2, 12.4.1, 12.4.2, 12.4.3, 12.4.4, 12.5.1.5.1, 12.5.1.5.2, 12.5.1.5.3, 12.5.1.5.4, 12.5.3.1, 12.5.3.2, 12.5.5.1, 12.5.5.2, 12.5.5.4, 12.5.5.5, 12.6.6, 12.7, 13.1.5, 13.1.6, 13.4.1, 13.4.2, 16.1.11, 16.1.12.2,","HX","4018","no","no","no",,,,,,,"AFC","no","PDF","CFIHOS-68000293","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-6","Inspection and test plan for complete package","inspection and test plan (itp)","Tabular presentation of a quality plan typically used for process or product applications to define the specific sequence of operational activities, instructions, acceptance criteria records and associated [vendor], [purchaser] and independent conformity",,"equipment","contract management information deliverables","Contract Requirement","QA","5733","no","no","no",,,,,,,"AFD","no","PDF","CFIHOS-68000294","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-61","Design calculation","design calculation","Document providing information about data, and basic conditions and assumptions used for selection of appropriate system solutions, parts or material, as well as the way these data have been processed and evaluatedMandatory content of information:â€“ Calc",,"equipment","technical information deliverables","13.2.1, 13.3.1, 13.3.3, 13.3.4, 13.4.1, 13.4.2, 16.2.3, 17.18, 6.5.4.2","HX","1206","no","no","no",,,,,,,"AFC","no","PDF","CFIHOS-68000295","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-62","Written sequence of operation","control philosophy","A document outlining the premise and intent to include a complete step-by-step description of the functioning of abort and maintenance switches, delay timers, and emergency power shutdown features. May also list instrument and control equipment, pre-alarm",,"equipment","technical information deliverables","as required in 13.4.5 : 13.4.5.1, 16.1.7.1, 16.1.7.2, 16.1.7.3, 16.3.3.1 , 16.3.3.2, 16.3.4, 16.3.5.1 , 16.3.5.3, 16.3.5.4.1, 16.3.5.7.1, 16.3.6.1, 17.1.7.1, 17.1.7.2, 17.1.7.3, 17.1.7.4, 17.18","IN","5306","no","no","yes",,"WAO",,"WAO",,,"AFD","no","PDF","CFIHOS-68000296","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-63","Surface preparation and coating procedure - FFS","painting and coating procedure","Verification of suppliers compliance with surface protection and coating requirements.This document provides a procedure for coating operator to ensure repeatability and formalism and hence prove the quality of the coating work. This document details the","Only applicable to exposed items (such as the FFS) components, such as pumps, motors and frames shall be the manufactures standard, unless over ruled by the project datasheet.","equipment","technical information deliverables","17.11","RA","6068","no","no","yes",,"WAO",,"WAO",,,"AFD","no","PDF","CFIHOS-68000297","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-64","Welding procedure specification (WPS) - FFS","welding procedure specification","A specification that describes the welding procedure and process of a specific set of essential variables for construction of the FFS (Fire Fighting Skid) enclosure. This may be required on a case by case basis (project specific).","Not required for water mist standard (listed components) such as manifolds, pump unit frames etc. Only applicable to enclosures (FFS)","equipment","technical information deliverables","6.4.2.10","BA","6065","no","no","no",,,,,,,"AFD","no","PDF","CFIHOS-68000298","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-65","Coating certificate","painting and coating inspection records","This document is used for verification of compliance with surface protection and coating requirements. Document containing records of performed surface protection and coating work. This may be required on a case by case basis (project specific).","Only applicable to exposed items (such as the FFS) components, such as pumps, motors and frames shall be the manufactures standard, unless over ruled by the project datasheet.","equipment","technical information deliverables","17.11",,"3880","no","no","yes",,"WAT",,"WAT",,,"AFD","no","PDF","CFIHOS-68000299","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-66","Weight report","weight report","Manufacturer certification of correct gross dry weight for the FFS (Fire Fighting skid) / FFN (fire fighting nozzles - includes nozzles/pipes and section valves).  This typically should also document the centre of gravity. Source ISO 19901-5.",,"equipment","technical information deliverables","17.7.9","SA","1448","no","yes","yes",,,,,,"WPTD","AFD","no","PDF","CFIHOS-68000300","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-68","Safety datasheet for liquids","safety datasheet","A structured form containing information on the safety, health and environmental protection aspects of the chemical, including protective measures and emergency actions.ISO 11014 Safety data sheet for chemical products. A structured form containing infor",,"equipment","technical information deliverables","12.1.1, 14.2.2.1.3, 6.1.3.2, 7.6, A.3.3.2","HS","2107","no","yes","yes",,,,,,"WAO","AFD","no","PDF","CFIHOS-68000301","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-69","FAT records","factory acceptance test (fat) records","Records demonstrating results of factory tests including discrete functional unit and overall assembly, electrical, mechanical, and if applicable discharge tests.",,"equipment","technical information deliverables","17.1.4.4, 17.19.1, 17.19.2, 17.19.3",,"9003","no","yes","yes",,,,,,"WAT","AFD","no","PDF","CFIHOS-68000302","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-7","Handling, shipping, storage and preservation procedure","handling, shipping and storage procedure","Definition of practices to be followed during the; storage, transport, lifting and preservation of the equipment and materials included in the scope of supply to maintain their functionality and guarantees.Procedures typically define:a. packaging requir",,"equipment","contract management information deliverables","Contract Requirement","SA","6028","no","no","yes",,"WPTD",,"WPTD",,,"AFD","no","PDF","CFIHOS-68000303","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-70","Fire test protocol","fire test procedure","For fire scenario engineered solutions, fire test protocols shall be developed as per the normative reference prEN 14972-1:2018 (E) Annex A","To develop a system (solution) for an application where a water mist solution or international fire test protocol does not currently exist. The protocol is a collaboration between all relevant parties.","equipment","technical information deliverables","prEN 14972-1:2018 (E) Annex A : 17.2.3",,,"no","no","yes",,"WPTT",,"WPTT",,,"AFD","no","PDF","CFIHOS-68000304","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-71","Training manual","training manual","System training, certificate of attendance and training manual","System training, certificate of attendance and training manual, generally carried out at the commissioning phase.","equipment","technical information deliverables","17.18",,"1927","no","yes","yes",,,,,,"WPTD","AFD","no","hard copy","CFIHOS-68000305","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-72","Materials test report (2.2)","materials test report (2.2)","A document in which the supplier declares that the products supplied are in compliance with the requirements of the PO, and in which test results are supplied based on non-specific inspection and testingNOTE: see ISO/IEC 17000, clause 5.5 and ISO 10474 /",,"equipment","technical information deliverables","ISO 10474 / EN 10204 : 17.1.4.4","RA","1455","no","yes","yes",,,,,,"WAT","AFD","no","PDF","CFIHOS-68000306","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-73","Insert purchase order specific requirements","insert purchase order specific requirements","Insert Purchase Order Specific Requirements",,"equipment","purchase order specific information requirements",,,,,"no","no",,,,,,,"AFD","no","PDF","CFIHOS-68000307","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-74","Foundation loading diagram","foundation loading diagram","A diagram detailing static and dynamic forces or movements acting on foundations or other load bearing supports, anchor bolt details, lengths and pre-tensioning. May include Civil Structural for loads imposed, and Civil Foundations for foundation design.",,"equipment","technical information deliverables","17.7.9","CS","2332","no","no","no",,,,,,,"AFD","no","PDF","CFIHOS-68000308","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-20T06:15:45.029Z",
"IOGP S-719:2020","S719-IR-75","Name plate drawing","name plate drawing","A drawing that depicts layout information required either by the nominated standard or supplementary specification",,"equipment","technical information deliverables","14.2.7, 17.17",,,"no","no","no",,,,,,,"AFC","no","PDF","CFIHOS-68000309","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-77","Non destructive test (NDT) procedure","non destructive test procedure","This document is a part of the Quality Assurance Plan, and herein the Quality Assurance work process and verification.This document provides a procedure for NDT operator to ensure repeatability and formalism and hence prove the quality of the NDT work. D",,"equipment","technical information deliverables",,"RA","6038","no","no","no",,,,,,,"AFD","no","PDF","CFIHOS-68000310","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-78","Lifting procedure","lifting procedure","The [suppliers] proposed and acceptable transportation, lifting requirements and handling methods. Drawings shall be provided indicating size of containers / packages, centre of gravity, number off weight, identification, and packing list of contents..No",,"equipment","technical information deliverables","17.7.9",,"5736","no","yes","yes",,,,,,"WAO","AFD","no","PDF","CFIHOS-68000311","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-79","Technical file / technical manual","design review report","A set of documents for fire scenario engineered solutions, the Technical File / Technical Manual shall give evidence that the system has been designed and tested in accordance with internationally recognized standards and protocols pertinent to the risk t","May be supplied in both PDF and hard copy format.","equipment","technical information deliverables","13.4.7",,"7403","no","yes","yes",,,,,,"WAO","AFD","no","PDF","CFIHOS-68000312","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-8","Non-conformance records","nonconformance history","Details of non-conformances raised by or to the [vendor/sub-vendors] against technical requirements prior to or during the delivery of the products or services. Non-conformance is managed by the [vendor] in accordance with ISO 9001 Clause 8.7 and associat",,"equipment","contract management information deliverables","Contract Requirement","QA","6918","no","yes","yes",,,,,,"WAO","AFC","no","PDF","CFIHOS-68000313","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-80","Fluid schedule","fluid schedule","The Fluid schedule shall identify all fluid and liquid used within the equipment.May include for example:(1) corrosion inhibitors(2) fire fighting additives, including foams(3) anti freezing additive(4) greasing or lubrications.",,"equipment","technical information deliverables","11.2.1, 6.2.2.6.1, 6.7.2, 7.5, 8.8.4.4, A.7.5",,,"no","yes","yes",,,,,,"WAO","AFD","no","PDF","CFIHOS-68000314","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-83","Welder qualification certificate","welder qualification certificate","Certification demonstrating that a welder is qualified to perform work to welding procedure specification(s).","Welder Qualification Certificate is required when welding is required above the manufacturer's standard, when JIP33 Supplementary Specification for welding (S-705) is required.","equipment","technical information deliverables",,"RA","1456","no","no","no",,,,,,,"AFD","no","PDF","CFIHOS-68000315","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-719:2020","S719-IR-9","Concession requests","concession request","Formal submission seeking [purchaser] agreement to accept deviations from the contracted scope or technical requirements. Requests may be raised as a result of, as examples, material or service availability, obsolescence, innovation, non-conformance.Requ",,"equipment","contract management information deliverables","Contract Requirement","HX","7205","no","no","yes",,"WAO",,"WAO",,,"AFC","no","PDF","CFIHOS-68000316","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
"IOGP S-560:2016","S560-IR-100","IED INTERROGATION AND PROGRAMMING SOFTWARE","software configuration file",,,"equipment","technical information deliverables","S-560, Clause 8.6.2.3",,,,"no","no",,,,,,,"AFD","yes",,"CFIHOS-68000317","STANDARD","FR14;FR74","2021-10-07T06:42:31.278Z","2021-10-07T06:42:31.278Z",
