"CFIHOS unique id","discipline CFIHOS unique id","discipline code","discipline name","document type CFIHOS unique id","document type short code","document type name","document type description","discipline document type short code","asset type reference","representation type","native file delivery timing","native document fomat","authenticated record format","required document status for detailed engineering","required document status for construction","required document status for commissioning","required document status for startup","required document status for operations","review type","discipline document type comment","hardcopy document required","translated document required","status","created date","modified date","terminated date","change request number","synonym"
"CFIHOS-20001514","CFIHOS-20000021","MR","mechanical rotating engineering","CFIHOS-70000181","3328","installation manual","A document that describes methods of installing a piece of equipment.  Installation refers to the mounting, setting, erection, etc.","MR3328","Plant","not specified","not applicable",,,"not specified","IFC","not specified","not specified","IFC","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001515","CFIHOS-20000006","CS","structural engineering","CFIHOS-70000181","3328","installation manual","A document that describes methods of installing a piece of equipment.  Installation refers to the mounting, setting, erection, etc.","CS3328","Plant","not specified","not applicable",,,"not specified","IFC","not specified","not specified","IFC","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001516","CFIHOS-20000031","UA","subsea engineering","CFIHOS-70000181","3328","installation manual","A document that describes methods of installing a piece of equipment.  Installation refers to the mounting, setting, erection, etc.","UA3328","Plant","not specified","not applicable",,,"not specified","IFC","not specified","not specified","IFC","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001517","CFIHOS-20000002","BA","construction","CFIHOS-70000249","4880","general manual","A document that describes methods of working to be used to accomplish an activity. Synonym: Guide, Guideline. Warning: this should not be a compilation of other deliverables. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","BA4880","Plant","not specified","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001518","CFIHOS-20000043","BC","commissioning","CFIHOS-70000249","4880","general manual","A document that describes methods of working to be used to accomplish an activity. Synonym: Guide, Guideline. Warning: this should not be a compilation of other deliverables. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","BC4880","Plant","not specified","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001519","CFIHOS-20000026","PX","process engineering","CFIHOS-70000249","4880","general manual","A document that describes methods of working to be used to accomplish an activity. Synonym: Guide, Guideline. Warning: this should not be a compilation of other deliverables. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","PX4880","Plant","not specified","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001520","CFIHOS-20000027","QA","quality management","CFIHOS-70000249","4880","general manual","A document that describes methods of working to be used to accomplish an activity. Synonym: Guide, Guideline. Warning: this should not be a compilation of other deliverables. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","QA4880","Plant","not specified","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001521","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000027","1905","benchmarking data","A data set used to evaluate or judge project estimates and or performance relative to it (i.e., ISO 19008).","FA1905","Plant","not specified","at handover",,,"IFI","IFI","IFI","not specified","IFI","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001522","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000083","1979","database and data set","Data stored in a proprietary (e.g. SPI Watcom) or neutral (e.g. CSV) format from which multiple information contents can be generated by computer software (e.g. EDW). Includes 3D Model.","NA1979","Plant","Structured Data","at handover",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001523","CFIHOS-20000001","AA","project management and engineering","CFIHOS-70000083","1979","database and data set","Data stored in a proprietary (e.g. SPI Watcom) or neutral (e.g. CSV) format from which multiple information contents can be generated by computer software (e.g. EDW). Includes 3D Model.","AA1979","Plant","Structured Data","at handover",,,"IFD","IFC","IFC","not specified","IAB","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001524","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000192","5517","isolation philosophy","A document outlining the premise and intent for isolation philosophy for safe plant operation and maintenance.","EA5517","Plant","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001525","CFIHOS-20000002","BA","construction","CFIHOS-70000253","5680","general philosophy","A document outlining the premise and intent for decisions that are to be followed regarding a specific subject. Typically provided as instruction from Owner Operator.","BA5680","Site","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001526","CFIHOS-20000001","AA","project management and engineering","CFIHOS-70000084","5801","decommissioning plan","A document capturing what particular activities and requirements will be executed and delivered to decommission and demolish (parts of) existing assets. This would include temporary assets required only for the life of the project, as well.","AA5801","Plant","not specified","not applicable",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001527","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000200","5736","lifting, hoisting, and rigging plan","A document capturing what particular activities and requirements will be executed and delivered for lifting, hoisting, and rigging.  Should cover scope regardless of timing in asset lifecycle.  Specific risks relating to simultaneous operations should be addressed.","NA5736","Plant","not specified","not applicable",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001528","CFIHOS-20000028","RA","materials engineering","CFIHOS-70000255","5880","general plan","A document capturing what particular activities and requirements will be executed and delivered.  Typically the plan is built upon a strategy.","RA5880","Plant","Text","not applicable",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001529","CFIHOS-20000002","BA","construction","CFIHOS-70000404","5798","project plan","A document capturing key discipline execution plans applicable across the project scope (e.g., IM Plan, Execution Plan, Quality Plan).","BA5798","Plant","Text","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001530","CFIHOS-20000032","VA","contracting and procurement management","CFIHOS-70000404","5798","project plan","A document capturing key discipline execution plans applicable across the project scope (e.g., IM Plan, Execution Plan, Quality Plan).","VA5798","Plant","Text","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001531","CFIHOS-20000009","FA","cost and planning management","CFIHOS-70000404","5798","project plan","A document capturing key discipline execution plans applicable across the project scope (e.g., IM Plan, Execution Plan, Quality Plan).","FA5798","Plant","Text","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001532","CFIHOS-20000043","BC","commissioning","CFIHOS-70000404","5798","project plan","A document capturing key discipline execution plans applicable across the project scope (e.g., IM Plan, Execution Plan, Quality Plan).","BC5798","Plant","Text","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001533","CFIHOS-20000016","JA","information management","CFIHOS-70000422","5807","turnover plan","A listing of data and documents to be handed over by the EPC to the owner/operator.  Includes timing and formats. Synonym: Handover Plan.","JA5807","Site","Text","at handover",,,"IFU","IFU","IFU","IAB","IAB","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001534","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000256","6180","general procedure","A document which describes a set of logically sequenced instructions to execute an activity. Not to be used if a more specific document type can be used.  Can be used for singular/speciality deliverables which do not have a unique document type.","NA6180","Plant","Text","during project",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001535","CFIHOS-20000002","BA","construction","CFIHOS-70000256","6180","general procedure","A document which describes a set of logically sequenced instructions to execute an activity. Not to be used if a more specific document type can be used.  Can be used for singular/speciality deliverables which do not have a unique document type.","BA6180","Plant","Text","during project",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001536","CFIHOS-20000028","RA","materials engineering","CFIHOS-70000256","6180","general procedure","A document which describes a set of logically sequenced instructions to execute an activity. Not to be used if a more specific document type can be used.  Can be used for singular/speciality deliverables which do not have a unique document type.","RA6180","Plant","Text","during project",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001537","CFIHOS-20000043","BC","commissioning","CFIHOS-70000256","6180","general procedure","A document which describes a set of logically sequenced instructions to execute an activity. Not to be used if a more specific document type can be used.  Can be used for singular/speciality deliverables which do not have a unique document type.","BC6180","Plant","Text","during project",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001538","CFIHOS-20000018","LA","pipeline engineering","CFIHOS-70000092","7403","design review report","A report documenting verification of a design, based on comparison with standards, constructability, operability, safety, etc. May be performed by internal or external resources.","LA7403","Process_Unit","Text","during project",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001539","CFIHOS-20000014","HX","health, safety, environmental and security","CFIHOS-70000112","2701","regulatory compliance report","Report demonstrating compliance with local regulations and law.","HX2701","Site","not specified","not applicable",,,"not specified","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001540","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000115","3004","equipment production criticality rating report","A report documenting production criticality rating of equipment, sparing, maintenance testing and inspection requirements, spare parts requirements etc. Will feed into maintenance reference plan.","NA3004","Plant","Structured Data","during project",,,"not specified","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001541","CFIHOS-20000021","MR","mechanical rotating engineering","CFIHOS-70000351","0519","vibration analysis","A report documenting  assumptions and method determining computer analysis of cyclic loads due to vibratory equipment. (e.g. module and foundations for rotating equipment).","MR0519","Plant","not specified","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001542","CFIHOS-20000026","PX","process engineering","CFIHOS-70000351","0519","vibration analysis","A report documenting  assumptions and method determining computer analysis of cyclic loads due to vibratory equipment. (e.g. module and foundations for rotating equipment).","PX0519","Plant","not specified","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001543","CFIHOS-20000020","MP","piping engineering","CFIHOS-70000351","0519","vibration analysis","A report documenting  assumptions and method determining computer analysis of cyclic loads due to vibratory equipment. (e.g. module and foundations for rotating equipment).","MP0519","Plant","not specified","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001544","CFIHOS-20000018","LA","pipeline engineering","CFIHOS-70000351","0519","vibration analysis","A report documenting  assumptions and method determining computer analysis of cyclic loads due to vibratory equipment. (e.g. module and foundations for rotating equipment).","LA0519","Plant","not specified","not applicable",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T14:53:14.601Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001545","CFIHOS-20000028","RA","materials engineering","CFIHOS-70000423","7176","heat treatment records","A report documenting method and results of heat treatment. Typically includes pyrometric charts or certificates confirming the heat treatment cycles have been conducted to Purchaser's requirements.","RA7176","Tag","Structured Data","at handover",,,"not specified","not specified","IAB","IAB","IAB","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001546","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000425","7178","installation analysis","A report documenting assumptions and method determining acceptable loading conditions prior to operation, including but not limited to load out, transport, and installation for handling and assembly. Intended to support handling/installation guidance to project team(s).","CX7178","Site","Text","not applicable",,,"IFC","IFC","not specified","not specified","IFC","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001547","CFIHOS-20000002","BA","construction","CFIHOS-70000425","7178","installation analysis","A report documenting assumptions and method determining acceptable loading conditions prior to operation, including but not limited to load out, transport, and installation for handling and assembly. Intended to support handling/installation guidance to project team(s).","BA7178","Site","Text","not applicable",,,"IFC","IFC","not specified","not specified","IFC","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001548","CFIHOS-20000043","BC","commissioning","CFIHOS-70000425","7178","installation analysis","A report documenting assumptions and method determining acceptable loading conditions prior to operation, including but not limited to load out, transport, and installation for handling and assembly. Intended to support handling/installation guidance to project team(s).","BC7178","Site","Text","not applicable",,,"IFC","IFC","not specified","not specified","IFC","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001549","CFIHOS-20000006","CS","structural engineering","CFIHOS-70000424","7177","righting arm curve analysis","A report documenting  assumptions and method determining that a vessel meets stability requirements during construction, tow, installation and operation phase for both intact and damage conditions as they apply based on latest deadweight weight estimate.  For FPSO will cover several loading conditions.","CS7177","Site","Text","not applicable",,,"IFD","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001550","CFIHOS-20000001","AA","project management and engineering","CFIHOS-70000426","7758","staffing plan","A document describing required skill, knowledge, experience for a range of positions to execute the project. May address dates of requirement, quantities, etc. Includes job descriptions.","AA7758","Plant","Text","not applicable",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001551","CFIHOS-20000020","MP","piping engineering","CFIHOS-70000244","7770","functional design specification","A specification that describes the deliverable in terms of form, fit, function, and performance characteristics to satisfy the intended use where interpretation is required.Includes most discipline specifications describing the functionality (e.g., relief and blowdown specification, surface coating, inspection specifications, operating envelopes, etc.).","MP7770","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001552","CFIHOS-20000002","BA","construction","CFIHOS-70000244","7770","functional design specification","A specification that describes the deliverable in terms of form, fit, function, and performance characteristics to satisfy the intended use where interpretation is required.Includes most discipline specifications describing the functionality (e.g., relief and blowdown specification, surface coating, inspection specifications, operating envelopes, etc.).","BA7770","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001553","CFIHOS-20000043","BC","commissioning","CFIHOS-70000244","7770","functional design specification","A specification that describes the deliverable in terms of form, fit, function, and performance characteristics to satisfy the intended use where interpretation is required.Includes most discipline specifications describing the functionality (e.g., relief and blowdown specification, surface coating, inspection specifications, operating envelopes, etc.).","BC7770","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001554","CFIHOS-20000028","RA","materials engineering","CFIHOS-70000244","7770","functional design specification","A specification that describes the deliverable in terms of form, fit, function, and performance characteristics to satisfy the intended use where interpretation is required.Includes most discipline specifications describing the functionality (e.g., relief and blowdown specification, surface coating, inspection specifications, operating envelopes, etc.).","RA7770","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001555","CFIHOS-20000027","QA","quality management","CFIHOS-70000244","7770","functional design specification","A specification that describes the deliverable in terms of form, fit, function, and performance characteristics to satisfy the intended use where interpretation is required.Includes most discipline specifications describing the functionality (e.g., relief and blowdown specification, surface coating, inspection specifications, operating envelopes, etc.).","QA7770","Plant","Text","at handover",,,"IFU","IFU","not specified","not specified","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001556","CFIHOS-20000043","BC","commissioning","CFIHOS-70000048","5799","commissioning and startup strategy","A document outlining purpose and approach for commissioning and start-up.","BC5799","Process_Unit","Text","at handover",,,"IFU","IFU","IFU","IFU","IFU","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001557","CFIHOS-20000002","BA","construction","CFIHOS-70000265","5980","general strategy","A document outlining the application of a philosophical stance for decisions and the resulting principles that are to be followed to achieve the intent. Typically developed based on a philosophy.","BA5980","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001558","CFIHOS-20000006","CS","structural engineering","CFIHOS-70000265","5980","general strategy","A document outlining the application of a philosophical stance for decisions and the resulting principles that are to be followed to achieve the intent. Typically developed based on a philosophy.","CS5980","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001559","CFIHOS-20000026","PX","process engineering","CFIHOS-70000265","5980","general strategy","A document outlining the application of a philosophical stance for decisions and the resulting principles that are to be followed to achieve the intent. Typically developed based on a philosophy.","PX5980","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001560","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000265","5980","general strategy","A document outlining the application of a philosophical stance for decisions and the resulting principles that are to be followed to achieve the intent. Typically developed based on a philosophy.","NA5980","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001561","CFIHOS-20000043","BC","commissioning","CFIHOS-70000265","5980","general strategy","A document outlining the application of a philosophical stance for decisions and the resulting principles that are to be followed to achieve the intent. Typically developed based on a philosophy.","BC5980","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001562","CFIHOS-20000032","VA","contracting and procurement management","CFIHOS-70000265","5980","general strategy","A document outlining the application of a philosophical stance for decisions and the resulting principles that are to be followed to achieve the intent. Typically developed based on a philosophy.","VA5980","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001563","CFIHOS-20000007","CX","civil engineering","CFIHOS-70000275","8371","pile driveability study","A study describing the assumptions and process of selection of suitable piling hammers for pile installation.","CX8371","Plant","Text","at handover",,,"IFD","IFD","not specified","not specified","IFD","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001564","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000089","8218","design layout study","A document assessing different physical configurations of a set of equipment and explaining the rationale supporting the adoption of a particular layout.","EA8218","Plant","Text","at handover",,,"IFD","not specified","not specified","not specified","IFD","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;FR27;FR74",
"CFIHOS-20001565","CFIHOS-20000008","EA","electrical engineering","CFIHOS-70000267","8380","general study","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","EA8380","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001566","CFIHOS-20000024","NA","maintenance management","CFIHOS-70000267","8380","general study","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","NA8380","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001567","CFIHOS-20000018","LA","pipeline engineering","CFIHOS-70000267","8380","general study","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","LA8380","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001568","CFIHOS-20000033","WA","ocean engineering","CFIHOS-70000267","8380","general study","A document detailing the result of a professional evaluation and/or investigation of a specific subject. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type.","WA8380","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001569","CFIHOS-20000016","JA","information management","CFIHOS-70000259","7180","general report","A written account of activities, conditions, occurrences, observations, or investigations at a specific time. Not to be used if a more specific document type can be used.  Can be used for singular/specialty deliverables which do not have a unique document type. May include presentation.","JA7180","Plant","Text","at handover",,,"not specified","not specified","not specified","not specified","not specified","not specified",,,,"STANDARD","2019-03-29T14:05:31.825Z","2021-10-14T10:00:28.825Z",,"CR0027;CR0030;FR27;FR74",
"CFIHOS-20001570","CFIHOS-20000043","BC","commissioning","CFIHOS-70000004","4301","action list","A collection of activities tracking responsible parties and status, including but not limited to punch lists, issues lists, and check lists.","BC4301","Plant","Structured Data","during project",,,"IFI","IFI","IFI","IFI","IFI","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001571","CFIHOS-20000023","MX","mechanical engineering","CFIHOS-70000004","4301","action list","A collection of activities tracking responsible parties and status, including but not limited to punch lists, issues lists, and check lists.","MX4301","Plant","Structured Data","during project",,,"IFI","IFI","IFI","IFI","IFI","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001572","CFIHOS-20000020","MP","piping engineering","CFIHOS-70000004","4301","action list","A collection of activities tracking responsible parties and status, including but not limited to punch lists, issues lists, and check lists.","MP4301","Plant","Structured Data","during project",,,"IFI","IFI","IFI","IFI","IFI","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001573","CFIHOS-20000027","QA","quality management","CFIHOS-70000019","5706","assurance plan","A plan assuring that standards of quality are being met by systematically monitoring and evaluating the various aspects of deliverables vs standards.  Predecessor to Document Distribution Matrix.","QA5706","Plant","not specified","at handover",,,"IFU","IFU","IFU","not specified","IFU","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001574","CFIHOS-20000018","LA","pipeline engineering","CFIHOS-70000029","3309","bill of quantities","A consolidated list of assemblies or bulk material showing the quantity of each required to suit a purpose. Use Bill of Materials for sub assemblies and parts.","LA3309","Plant","Structured Data","during project",,,"not specified","IFC","IFC","not specified","IFC","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001575","CFIHOS-20000020","MP","piping engineering","CFIHOS-70000029","3309","bill of quantities","A consolidated list of assemblies or bulk material showing the quantity of each required to suit a purpose. Use Bill of Materials for sub assemblies and parts.","MP3309","Plant","Structured Data","during project",,,"not specified","IFC","IFC","not specified","IFC","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
"CFIHOS-20001576","CFIHOS-20000006","CS","structural engineering","CFIHOS-70000029","3309","bill of quantities","A consolidated list of assemblies or bulk material showing the quantity of each required to suit a purpose. Use Bill of Materials for sub assemblies and parts.","CS3309","Plant","Structured Data","during project",,,"not specified","IFC","IFC","not specified","IFC","not specified",,,,"STANDARD","2021-10-04T20:02:36.269Z","2021-10-14T10:00:28.825Z",,"FR27;FR74",
