"document type short code","document type name","document type description","document type classification code","CFIHOS unique id","synonym","created date","modified date","terminated date","change request number","status"
"5531","safeguarding philosophy","A document outlining the premise and intent for decisions that are to be followed regarding safety instrumented systems (SIS) and flare and relief systems for process integrity of a facility.  Protecting against temperature and pressure extremes, hydrates, fire, explosion, etc.","CONT","CFIHOS-70000324",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"1439","safety declaration","A certificate issued by asset owner to Regulatory Authority demonstrating compliance with Regulatory Authority safety  requirements. A Safety Declaration is a document that describes the nature and scale of hazards of an industrial facility, lays out measures developed to ensure its industrial safety and readiness for emergency response in  man-induced emergency situations.","CONT","CFIHOS-70000325",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7411","safety management review report",,,"CFIHOS-70000326",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"2374","safety zone diagram","A diagram showing the main safety features of the facility. Typically related to toxic zones. e.g. H2S Zone diagram.","CONT","CFIHOS-70000327",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030;FR27","STANDARD"
"2580","schematic diagram","A pictorial representation of the main elements and functions of a control circuit for electrical equipment with input/output sources (switches, relays etc.) and their relationships. Details logic functions of the circuit.","CONT","CFIHOS-70000328",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"2402","tendon diagram","Anchoring of deep water structures using tendons.",,"CFIHOS-70000329",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"2389","termination diagram","A diagram for equipment, panels, junction boxes, etc. identifies all connections and cable terminations at input/output rails. Required for removal/hook up purposes and modifications. To include vendor interfaces.","CONT","CFIHOS-70000330",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7753","terms of reference","A document capturing scope and details of the activity to which it refers and any conditions relating to the appointment of a person(s) to undertake the activity. Includes the distribution of work, schedule and the responsibilities among the people participating in an evaluation process.","DOCT","CFIHOS-70000331",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"6061","test procedure","Is a procedure to perform a test or tests of a kind.",,"CFIHOS-70000332",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5780","testing, inspection schedule","A time-based document outlining order in which tasks are to be carried out and the amounts of time allocated to them to achieve inspection and testing scope.","DOCT","CFIHOS-70000333",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"8263","thermal expansion study","A document detailing the result from thermal expansion and informing design regarding the need for loops and expansion joints.","CONT","CFIHOS-70000334",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"1208","thermal rating calculation","Calculations to demonstrate thermal ratings of heat exchangers.","CONT","CFIHOS-70000335",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"5106","three dimensional model",,,"CFIHOS-70000336",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"4363","tie-in list","Tie-in list identifies areas of a brownfield facility where connections will be made. May include interfaces between project stages, contractors and systems (e.g. new to existing plant connections).","CONT","CFIHOS-70000337",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"4904","topographic map","A diagram describing grade and elevation of a given area.  Also for seafloor at offshore site and access route.","CONT","CFIHOS-70000338",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"1927","training manual","A collection of training materials.  May include Operational & Maintenance Training Plan providing durations and locations of sessions.","CONT","CFIHOS-70000339",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"0521","transportation analysis","A report documenting  assumptions and method determining computer analysis to verify the module design for transportation condition.","CONT","CFIHOS-70000340",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"8266","transportation study",,,"CFIHOS-70000341",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"4006","trench diagram","A diagram depicting civil earthworks for utility services (e.g., piping, cables) for construction activity management.  Typically depicts slope, etc.","CONT","CFIHOS-70000342",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"4038","underground service layout diagram","A diagram showing the precise location of assets/objects at a plant, process unit, or area basis, describing elevation and relative to surrounding structures and equipment.","CONT","CFIHOS-70000343",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"0515","upheaval buckling analysis report",,,"CFIHOS-70000344",,"2017-02-13T21:19:33.549Z","2021-10-04T23:28:47.448Z","2021-10-04T23:28:47.448Z","CR0027","TERMINATED"
"7415","value assurance review report","OPMG: Provides confidence that the opportunity team has done everything necessary to take the decision that all the significant risks, opportunities and uncertainties have been identified and can be managed, and that work has been completed to the necessary quality so that the project is not unnecessarily exposed. Synonym VAR, AGR Assurance Gate Review.  Post Implementation Review PIR, and Post Investment Review are defined as Value Assurance Review VAR5.  Also see FA Other Assurance Review Report for Estimate and Schedule Assurance Review ESAR.",,"CFIHOS-70000345",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"4368","manual valve list","A list describing manually operated valves.  Not check valves, not motor operated valves, not control valves, not PSVs, as these are all captured elsewhere (see instrument index for relief devices and actuated valves).","CONT","CFIHOS-70000346",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"3369","change order","A notification formally incorporating the change issued against existing Contracts, Agreements and/or Purchase Orders based on a change request.","CONT","CFIHOS-70000347","variation order","2017-02-13T21:19:33.549Z","2021-10-04T18:53:34.661Z",,"CR0027;CR0030","STANDARD"
"6623","variation order register","Register of variation orders, to be updated with current status of each order at regular (typically monthly) intervals",,"CFIHOS-70000348",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"7206","change request","A request, approval or rejection of changes to an existing contract. Would typically include justification and reasons for the request, and acceptance or rejection from a commercial or contractual perspective, but may also contain some technical content. For similar documents pertaining specifically to technical deviations, with no commercial/contractual content, refer to Technical Deviation Request. May be triggered by a change proposal.","CONT","CFIHOS-70000349",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"5787","verification scheme",,,"CFIHOS-70000350",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"0519","vibration analysis","A report documenting  assumptions and method determining computer analysis of cyclic loads due to vibratory equipment. (e.g. module and foundations for rotating equipment).","CONT","CFIHOS-70000351",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030;FR27","STANDARD"
"6988","vibration report","A report documenting vibration and displacement measurements of piping and equipment.","CONT","CFIHOS-70000352",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7202","waiver request","Request, approval or rejection for the relaxation of an element of the particular regulatory Code, Standard, Rule or Regulation where such element conflicts with the International Code or Standard proposed for the facilities.","CONT","CFIHOS-70000353",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"5788","waste management plan","A document capturing what particular activities and requirements will be executed and delivered to support management and safe disposal of all waste.","CONT","CFIHOS-70000354",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"3373","waste manifest","Inventory of waste produced at facility.",,"CFIHOS-70000355",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"6063","weighing procedure","To detail method recording weight during design and manufacture and method of weighing equipment prior to shipment.   The weighing procedure shall include: - A description of the weight measuring and recording devices giving capacity and accuracy.  Accuracy to be within ±1% - Description of calibration certificate (calibrated within the last six months) for each of the measuring/recording devices to be used for the weighing - Methods to be used for weighing and measuring/calculating centre of gravity including temporary lifting/supporting equipment used.",,"CFIHOS-70000356",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"1231","weight calculation","Includes mass, buoyancy, and calculations used in the design of weight coating (eg. on submerged pipelines).","CONT","CFIHOS-70000357",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"1447","weight certificate","A document certifying the correct gross weight for a piece of equipment including packing materials.  This typically should also document the center of gravity.","CONT","CFIHOS-70000358",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"1448","weight report","A report shows weight and center of gravity of equipment. If large items are to be handled for equipment installation or maintenance, then the weight and center of gravity of these individual parts should be shown.","CONT","CFIHOS-70000359",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"5789","weld map","A drawing that usually identifies all welds and relates them to the relevant welding procedure number and non destructive testing requirements.","CONT","CFIHOS-70000360",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7879","welding and weld inspection specification","Define the material types and welding/inspection minimum  requirements for the welding activities dealing with:   - process and utility pipework.   - structural steel.   - vessels and exchangers.   - storage tanks.   - pipelines.",,"CFIHOS-70000361",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"6066","welding procedure qualification","A record documenting the execution and satisfactory testing of a weld procedure specification, typically includes all testing procedure references and both destructive and non-destructive testing results.","CONT","CFIHOS-70000362",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"6064","welding repair procedure","A document which describes a set of logically sequenced instructions to execute a weld repair.","CONT","CFIHOS-70000363",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"6409","well proposal","Advice to the company for existing/additional drilling",,"CFIHOS-70000364",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5792","work breakdown structure specification","A document formally establishing scope of work into smaller manageable blocks to manage cost and schedule control.","CONT","CFIHOS-70000365",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"3375","work instruction","Step by step instruction for the accomplishment of a task. more detailed than a procedure.","DOCT","CFIHOS-70000366",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"5793","scope of work","A document defining of work to be performed as part of a contract.","DOCT","CFIHOS-70000367",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"0522","setdown analysis","A report documenting  assumptions and method determining computer analysis to verify the module design for setdown condition.","CONT","CFIHOS-70000368",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"4606","short circuit calculation","Calculations necessary to determine the capacity of electrical equipment under fault conditions.","CONT","CFIHOS-70000369",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"5773","simultaneous operations plan","A document capturing what particular activities and requirements will be executed and delivered to manage simultaneous operations with a brownfield operating asset.","CONT","CFIHOS-70000370",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"2384","single line diagram","A diagram depicting the main equipment items (switchboards, transformers etc.) and their relationships within the facility electrical distribution system including details of fault levels and current and voltage ratings.","CONT","CFIHOS-70000371",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"0713","social impact assessment","An assessment which details the impact of facility on the surrounding community and infrastructure.","CONT","CFIHOS-70000372",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"6968","soil investigation and survey","Onshore and/or offshore investigation and survey reports and topographic data. Includes soil, rock, minerals and organic matter from soil investigations and surveys.","CONT","CFIHOS-70000373",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"4354","spare part list","A list of recommended listing of spares received from vendor/manufacturer to support installation, commissioning, operation or maintenance.","DOCT","CFIHOS-70000374",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"0510","stability analysis","A report to ensure pipeline stability under extreme environmental loading.","CONT","CFIHOS-70000375",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"5775","stakeholder engagement plan","A document capturing what particular activities and requirements will be executed and delivered to support effective communication with partners and external stakeholders.","CONT","CFIHOS-70000376",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"2386","secondary steel diagram","A diagram depicting secondary and higher order steel elements in the structure (including but not limited to cladding, roofs, grating).","CONT","CFIHOS-70000377",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"8005","stress calculation","A calculation to determine how a pipe or piping system behaves based on its material, pressure, temperature, fluid and support.","CONT","CFIHOS-70000378",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030;FR27","STANDARD"
"2408","primary steel diagram","A diagram depicting primary steel(e.g., bracing, beams).","CONT","CFIHOS-70000379",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"4357","subcontracted work list","List of work to be subcontracted, including subcontractor, scope and value",,"CFIHOS-70000380",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"0512","substructure in place analysis report","Computer structural analysis for substructures for in-place loading condition.",,"CFIHOS-70000381",,"2017-02-13T21:17:17.546Z","2021-10-04T23:28:47.448Z","2021-10-04T23:28:47.448Z","CR0027","TERMINATED"
"2358","support diagram","A detail diagram depicting the support of pipe, cable, instrument and other supports (e.g., pipe shoes, sleeper, hangers).","DOCT","CFIHOS-70000382",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"4337","support list","Includes pipe, cable, instrument, foundation and other supports.",,"CFIHOS-70000383",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"6068","surface protection procedure","A procedure detailing painting, coating and cathodic protection.","CONT","CFIHOS-70000384",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7754","surface protection specification","Painting, Coating and Cathodic Protection.",,"CFIHOS-70000385",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5778","sustainable development plan","A document capturing what particular activities and requirements will be executed and delivered to support a comprehensive development of the asset.  This includes but is not limited to Community Affairs, local content issues, societal effects of project, local business development, etc.","CONT","CFIHOS-70000386",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"0712","sustainable development project assessment report","Community Affairs, local content issues, societal effects of project, local business development, etc.",,"CFIHOS-70000387",,"2017-02-13T21:17:17.546Z","2021-10-04T22:14:41.364Z","2021-10-04T22:14:41.364Z","CR0027","TERMINATED"
"8260","system study","Includes load flows, transient and dynamic stability, short circuit, protection study, co-ordination and setting.","CONT","CFIHOS-70000388",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7205","technical deviation request","A request, approval or rejection of changes to a technical specification. Would typically include justification and reasons for the request, and acceptance or rejection from a purely technical perspective. Synonym: Concession, Change Request.","CONT","CFIHOS-70000389",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"3323","technical note","A communication documenting how an engineering or maintenance issue will be resolved and what the implication of the solution is.","CONT","CFIHOS-70000390",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"4361","telemetry input, output list","Data map or Database model listing input and output points of plant instrumentation interconnections to telemetry systems.",,"CFIHOS-70000391",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"6999","tender evaluation","A document capturing the results of a technical and/or commercial evaluation of tender based on pre-defined criteria and/or conditioning for purposes of selection and award.","CONT","CFIHOS-70000392",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"4373","tender proposal list","Also called Vendor Bid Proposal List.  Tender is used in preference to Bid in the Taxonomy.",,"CFIHOS-70000393",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"6401","budget proposal","A document which captures a recommended course of action with justifications from technical and/or commercial aspects to allocate money to activities.","CONT","CFIHOS-70000394",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"6402","change proposal","A document which captures a recommended course of action with justifications from technical and/or commercial aspects to execute an activity to change something.  May lead to a change request.","CONT","CFIHOS-70000395",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"6008","commissioning procedure","A procedure with a step by step description of activities required to commission an object.",,"CFIHOS-70000396",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"3101","cost estimate","An estimate of costs of resources required.",,"CFIHOS-70000397",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5721","engineering design strategy","A strategy about the philosophy and approach for a design.",,"CFIHOS-70000398",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"7771","equipment specification","A specification that describes the physical equipment for the purpose of procurement or fabrication. Compliments the datasheet.","DOCT","CFIHOS-70000399",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"6034","maintenance procedure","A procedure that describes how to perform routine, preventative and/or corrective maintenance activities.",,"CFIHOS-70000400",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"5796","maintenance strategy","A document outlining purpose and approach for maintenance in case of preventive, breakdown or shutdown maintenance.","CONT","CFIHOS-70000401",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"6039","operating procedure","A procedure how to start, operate and shut-down a facility under normal and abnormal circumstances.",,"CFIHOS-70000402",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z","CR0027","TERMINATED"
"7737","piping specification","A specialized functional design specification for piping.","CONT","CFIHOS-70000403",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"5798","project plan","A document capturing key discipline execution plans applicable across the project scope (e.g., IM Plan, Execution Plan, Quality Plan).","CONT","CFIHOS-70000404",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7739","project functional specification","A specification describing scope and objectives of the project and its execution; details to be provided by Owner Operator.","DOCT","CFIHOS-70000405",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"3359","purchase order","An order that describes the scope, price and delivery conditions of an item that is bought.","CONT","CFIHOS-70000406",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"7303","requisition","A request with a brief description of the parts to be ordered, with a statement of the pertinent drawings, specifications, etc., as well as a list of drawings and documents to be provided by the manufacturer/supplier.","CONT","CFIHOS-70000407",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"6065","welding procedure specification","A specification that describes the welding procedure and process of a specific weld.","CONT","CFIHOS-70000408",,"2017-02-13T21:19:33.549Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"2310","cause and effect diagram","A diagram that is showing the causes and consequences of different errors, especially related to failures in the control system.","CONT","CFIHOS-70000409",,"2017-02-13T21:17:17.546Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"0903","three line diagram","A diagram depicting each line (e.g., positive, negative, and ground on a DC System)  describing an electrical system.  Example: the connection of a pump its control station and the MCC.","CONT","CFIHOS-70000410",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"0900","insulation diagram","A diagram detailing insulation, including anchoring and expansion joints, etc.  Includes refractory.","DOCT","CFIHOS-70000411",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"1455","material certificate","A document certifying a material's chemical and physical properties and states a product made of metal's compliance with an international standards organization (ANSI, ASME, etc.) .  Synonyms: MTR, mill test report, material test report.","CONT","CFIHOS-70000412","materials test report","2019-03-29T14:47:10.068Z","2021-10-04T18:53:34.661Z",,"CR0027;FR16","STANDARD"
"1456","welder qualification certificate","A document certifying a welder is qualified to perform work according to certain weld procedure.","CONT","CFIHOS-70000413",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"1457","completion certificate","A document certifying a scope of construction or commissioning has been successfully tested for functionality.","CONT","CFIHOS-70000414",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"1458","calibration certificate","A document certifying that an instrument shall deliver an accurate output within a set operating range.","CONT","CFIHOS-70000415",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"2111","manufacturer datasheet","A datasheet which provides precise information about a equipment/model or package which shows how it meets the Equipment Specification and the Design Datasheet Requirements; includes noise and other test results prepared by manufacturer/supplier.","DOCT","CFIHOS-70000416",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030;FR27","STANDARD"
"4304","check sheet","A collection of specific activities to test completeness of installation or energization of a specific equipment class.  Includes collection of specific data based on testing parameters.","CONT","CFIHOS-70000417",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"4315","instrument list","An authoritative collection of values with a relationship to instrumentation.  The columns of this collection is specified and controlled.","CONT","CFIHOS-70000418","instrument index","2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027;FR16","STANDARD"
"6628","interlock register","A list of interlocks that automatically bring process to a safe state in response to specific initiating events. (Synonym: Safety Instrumented Functions (SIF) register).","CONT","CFIHOS-70000419",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"4321","consolidated spare parts list","A consolidated spare parts list generated to support execution of project purchasing for the purpose of commissioning, start-up, maintenance support, etc.","CONT","CFIHOS-70000420",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"4328","major equipment list","An authoritative collection of equipment for a specific discipline.  The columns of this collection are specified and controlled. This classification covers registers for electrical, mechanical, and telecommunications equipment.","DOCT","CFIHOS-70000421",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"5807","turnover plan","A listing of data and documents to be handed over by the EPC to the owner/operator.  Includes timing and formats. Synonym: Handover Plan.","CONT","CFIHOS-70000422",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027;FR27","STANDARD"
"7176","heat treatment records","A report documenting method and results of heat treatment. Typically includes pyrometric charts or certificates confirming the heat treatment cycles have been conducted to Purchaser's requirements.","CONT","CFIHOS-70000423",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7177","righting arm curve analysis","A report documenting  assumptions and method determining that a vessel meets stability requirements during construction, tow, installation and operation phase for both intact and damage conditions as they apply based on latest deadweight weight estimate.  For FPSO will cover several loading conditions.","CONT","CFIHOS-70000424",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027;CR0030","STANDARD"
"7178","installation analysis","A report documenting assumptions and method determining acceptable loading conditions prior to operation, including but not limited to load out, transport, and installation for handling and assembly. Intended to support handling/installation guidance to project team(s).","DOCT","CFIHOS-70000425",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"7758","staffing plan","A document describing required skill, knowledge, experience for a range of positions to execute the project. May address dates of requirement, quantities, etc. Includes job descriptions.","DOCT","CFIHOS-70000426",,"2019-03-29T14:47:10.068Z","2021-10-04T18:47:31.690Z",,"CR0027","STANDARD"
"9001","factory acceptance test procedure","A document defining testing and acceptance criteria for the equipment as tested from factory prior to shipment.","CONT","CFIHOS-70000427",,"2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z",,"FR16","STANDARD"
"9002","site acceptance test procedure","A document defining manufacturers recommended site tests for the equipment.","CONT","CFIHOS-70000428",,"2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z",,"FR16","STANDARD"
"9003","factory acceptance test records","Records demonstrating that the equipment has been tested according to the factory acceptance test procedure prior to shipment.","CONT","CFIHOS-70000429",,"2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z",,"FR16","STANDARD"
"9004","site acceptance test records","Records demonstrating that the equipment has been tested according to the site acceptance test procedure.","CONT","CFIHOS-70000430",,"2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z",,"FR16","STANDARD"
"9005","declaration of conformity","Declaration that contains sufficient information to enable an recipient of the declaration of conformity to identify the issuer of the declaration, the object of the declaration, the standards and other specified requirements with which conformity is declared, and the person signing for and on behalf of the issuer of the declaration of conformity (first party).","CONT","CFIHOS-70000431",,"2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z",,"FR16","STANDARD"
"9006","lifting certificate","A document certifying compliance with an applicable standard and can be safely used for lifting and handling for the applicable load stated.","CONT","CFIHOS-70000432",,"2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z",,"FR16","STANDARD"
"9007","safety integrity level (SIL) certificate","This document shall verify the level of the safety integrity level (SIL) and shall include necessary performance data according to authority regulations.","CONT","CFIHOS-70000433",,"2021-10-04T18:47:31.690Z","2021-10-04T18:47:31.690Z",,"FR16","STANDARD"
